,Unnamed: 0,artist,lyrics,tag,title,x_coordinate,y_coordinate,year
314,315,LoNEly iS hUNteR,"I wanna see you grow
I  know I’m just gonna see you happier
That  makes me happier
I don’t think I’ll know how to go
Cause I just wanna have you here
It’s  easier when I have you here
Cause  I love you
And I’d want to
Spend  an eternity holding your hand
If only it was that easy
We’d stay safe you’d never leave me
And I’d just let you in

And  you’d heal me like you do
Every fucking move
And I don’t  know why
It’s never been so hard to take I love you

You make me feel okay again
Something like medicine
I’m finally okay again
You’re something like medicine
Breathe it take it out
I’m not sorry
Never let me down
Need your love on me
Let’s make this okay again
Your loves like medicine
I never knew you’d know
How to help me be a better me
You just want better for me
When I got control
Still you love me?
Everybody runs from me
But never you
So I’ll never leave you
I’d take every chance
If only it was that easy
We’d stay safe you’d never leave me
I’d redo it over and over again

Prechorus; chorus

Even when I’m pieces
You put it all together
Even in my weakness
You can make the worst better

Prechorus;chorus",rb,Medicine.,0.9,0.6,2019
315,316,Sunnyland Slim,"Early one mornin'
Children* the blues came fallin' down. (x2) [*Children said in the 1]
I was all locked up in jail
Lord I was prisoner bound

Sometimes I wonder, oooh!*
Baby*, why don't you sit down and write to me? (x2) [ooh said in the 2. Baby said in the 1]
Girl if I've been a bad fellow
Lord I did not intend to be

All last night, baby*
Girl* I just sat in my cell alone. (x2) [baby said in the 1, Girl said in the 2]
Thinkin' of my lil' baby
And my happy home

When I had my trial baby/oooh!*
You could not be found. (x2) [baby said in the 1, oooh said in the 2]
Now it's too late Ms. (?)
Lord your daddy's prisoner bound",rb,Im Prison Bound,-0.7,-0.3,1961
319,320,Trey Songz,"[Verse 1]
I'm all alone in this big old house
Think I'm 'bout to watch a movie, all my friends went out
And the pool's feeling good, it's just the right temp'
Don't remember the last time I even got in, I think what I need is

[Pre-Chorus]
Company to comfort me, you call at the right time
Fun for you is fun for me, we are such a good time

[Chorus]
And I wanna see you tonight, it's been a long time
I'm feeling lonely tonight, come and get it right
She said, ""Okay baby, I'll be on my way""
Ask me can her home girl come
We gon' have a lot of fun here
Just call me when you're coming
Got nothing else to do, just waiting for you
Just waiting for you

[Verse 2]
Think I'ma go get myself cleaned up
I'm finna hop up out the shower, feeling real fresh, fresh, real fresh
I'ma chill, I'ma chill, right up to the very second you get here
And let you know how I feel as soon as you walk in, I need your
[Pre-Chorus]
Company to comfort me, you call at the right time
Fun for you is fun for me, we are such a good time

[Chorus]
And I wanna see you tonight, it's been a long time
I'm feeling lonely tonight, come and get it right
She said, ""Okay baby, I'll be on my way""
Ask me can her home girl come
We gon' have a lot of fun here
Just call me when you're coming
Got nothing else to do, just waiting for you
Just waiting for you

[Bridge]
Think I'm 'bout to make myself a drink
Thinking how we did it on the sink
Think I'm 'bout to roll myself a join
I could roll some more up if you want, that's if you want
I'm faded, now I'm sitting on the couch
I'll tell you what else I'm thinking 'bout
I'm thinking 'bout how I'mma hit it every kind of way
Call me when you're 5 minutes away

[Chorus]
And I wanna see you tonight
I'm feeling lonely tonight
She said, ""Okay baby, I'll be on my way""
You can bring your friend, soon as you walk in
We gon' have a lot of fun here
Just call me when you're coming
Got nothing else to do, just waiting for you
Just waiting for you
We gon' have a lot of fun here
Just call me when you're coming
Got nothing else to do, just waiting for you
Just waiting for you, just waiting for you
Just waiting for you, you, you
Just waiting for you, just waiting for you
Just waiting for you, you, you
Just waiting for you",rb,Company,-0.7,-0.7,2015
320,321,Chuck Brown And The Soul Searchers,"Keep what you got
Until you get what you need y'all

You got to give a lot
Just to get what you need sometimes y'all

Gimme the bridge now

I feel like busting loose
Busting loose

Gimme the bridge now

I feel like busting loose
Busting loose

Busting loose in the evening
Busting loose can be pleasing
Talking 'bout busting loose

Busting loose in the meantime
Busting loose makes you feel fine
Talking 'bout busting loose
Busting loose to my love Jones
Busting loose to each his own
Talking 'bout busting loose y'all

Busting loose to my love Jones
Busting loose to each his own
Gimme the bridge y'all

I feel like busting loose
Gimme the bridge now
Gimme the bridge now

I feel like busting loose
Busting loose

I said sha la, come on
Y'all said (put your money down)
I said, sha la, get it
Y'all said (put your money down)
I said sha la, come on
Y'all said (put your money down)
I said sha la, hit it
Y'all said (put your money down)

Gimme the bridge now
Now I feel like busting loose
Give me the bridge, y'all
Give me the bridge, y'all now

Now I feel like busting loose
Busting loose now

Busting loose when you want to deal
Busting loose doing what you feel
Talking 'bout busting loose, girl

Busting loose when you want to deal
Busting loose doing what you feel
Talking 'bout busting loose now

Busting loose when you want to sing
Busting loose, baby, do your thing
Talking 'bout busting loose, girl

Busting loose when you want to sing
Busting loose, baby, do your thing
Give me the bridge, y'all

Give me the bridge, y'all
Give me the bridge now, now
I feel like busting loose
Busting loose now

Get, get, get, get, get, get on down
(Get, get, get, get, get, get on down)
Get, get, get, get, get, get on down
(Get, get, get, get, get, get on down)
Get, get, get, get, get, get on up, y'all
(Get, get, get, get, get, get on down)

Get, get, get, get, get, get on down
(Get, get, get, get, get, get on down)
Get, get, get, get, get, get on up, y'all, c'mon
(Get, get, get, get, get, get on down)
Get, get, get, get, get, get on down
(Get, get, get, get, get, get on down)

Get, get, get, get, get, get on up, y'all
(Get, get, get, get, get, get on down)
Get, get, get, get, get on down, down, down
(Get, get, get, get, get, get on down)

Get, get, get, get, get, get on up, y'all
(Get, get, get, get, get, get on down)
Get, get, get, get, get, get on down
(Get, get, get, get, get, get on down)

I feel like busting loose
Give me the bridge now
Give me the bridge now, now

I feel like busting loose
Busting loose now


I feel like busting loose
Busting loose, y'all

Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Ah, freak, y'all
Freak, freak-a-deek
Freak, freak-a-deek
Ah, freak now
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Ah, freak now
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Oh, I like that part there now

Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
What's that new dance
Y'all doing there
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
God Almighty

Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Freak, freak-a-deek
Oh, go on now
Freak, freak-a-deek
Freak, freak-a-deek

Hey, Leroy, give me some
Of that horn right here

Some a little horn
Well, well

Got to do it again
So you got to do it again
Hey, hey
Give me some of that horn
Good Lord",rb,Bustin Loose,0.6,0.9,1979
321,322,The Jackson 5,"Hmmmm
I can’t believe girl you are gone
After we’ve been in love so very long
We were very much in love and that’s all you’re thinking of

Ooh baby now you’re leaving me
I had many plans for two, I thought I could depend on you
Ooh, baby I guess we’ll never be
Should I let my feelings stay (should I let them fade away)

I thought our love was her to stay (never knew it'd be this way)
I can’t believe, girl, you are gone
After we’ve been in love so very long
You were once so very kind, enjoyed to ease my troubled mind

Ooh baby now you’re leaving me
The touch of your hand, a smile on your face since you’ve been gone girl
I hardly know my place
Oh, should I let my feeling stay (should I let them fade away)
I thought our love was here to stay (never knew it'd would be this way)
I can’t believe girl you are gone
After we’ve been in love so very long
We were very much in love, and that’s all I’m thinking of
Ooh, baby, now you’re leaving me

I had many plans for two, I thought I could depend on you
Ooh, baby, I guess we’ll never be
After you  leave, girl, after you’re gone
Oh after you leave, girl, oh, after you’re gone
Oh, after you leave girl, oh, after you’re gone …",rb,After You Leave Girl,-0.8,-0.4,2012
322,323,Cornell Campbell,"[Verse 1]
The Judgement has come
Oh my people, can't you see
The better comes to worse
Come see what your money worth
Only Jah know how we a suffer
Every day is getting tougher
No flower and no sugar
And the children, them a get no fun
Yes it's getting, getting tougher (Hey, yeah)
Help us Jah, 'cause we a suffer

[Verse 2]
Crisis is so high, food you can't buy
Poor people seem dead, 'cause they are underfed
Right now, we a suffer
What next is to come (Yeah)
Jah know how we a suffer
Every day is getting tougher
No flower, and no sugar
And the children, dem a get no fun
Yeah, it's getting, getting tougher
Help us Jah, right now, 'cause we a suffer
[Outro]
The Judgement has come
Oh my poor people, poor people, can't you see
No flower and no sugar
And the children, dem a get no fun",rb,The Judgement Come,-0.8,-0.4,1978
326,327,Slave,"[Hook]
(Walking down the street watching ladies go by)
Watching you
(Walking down the street watching ladies go by)
Watching you

[Bridge]
Watching you
Watching you
Watching you
Watching you

[Verse 1]
Looking at the ladies, all of them fine
All of them so lovely, I can't make up my mind
But I'm lookin' at you from the corner of my eye
I can see you now, you're steppin' so high and I'm

[Hook]
(Walking down the street watching ladies go by)
Watching you One look and I was hooked on you, baby, whoa
(Walking down the street watching ladies go by)
Watching you Watching you
(Watching you
Watching you)
[Verse 2]
There you go swayin', blowin' my mind
You've got everything groovin' in time
God gave her beauty, she carries it well
I'm staring at your heart, baby, hoping you can tell

[Hook]
(Walking down the street watching ladies go by)
Watching you Hope that you can tell that I'm watching you, love
(Walking down the street watching ladies go by)
Watching you With the naked eye, baby, whoa
(Walking down the street watching ladies go by)
Watching you You're far away, but I can still see you clearly, whoa
(Walking down the street watching ladies go by)
Watching you Watching you

[Verse 3]
Love at first sight
Ooh, baby, you're blowin' my mind
I just got to let you know
Energy flowin'
I said it feels so good
I gotta tell you my name is Stevie
What's yours, baby, whoa

[Hook]
(Walking down the street watching ladies go by)
Watching you I'm watching you and only you, baby, whoa...ho...
(Walking down the street watching ladies go by)
Watching you You're blowin' my mind
[Breakdown]
Gonna do a little dance for you
Watching you
Watching you

[Verse 4]
The girl looks just right to me, ha
Combination smile, body, physique, whoa, ho
All the ladies I've seen are really fine but
Baby, I'm watching you, you're right down my line

[Hook]
(Walking down the street watching ladies go by)
Watching you Oh.... baby
(Walking down the street watching ladies go by)
Watching you Ooh, you're right for me, you're right to the tee, baby
(Walking down the street watching ladies go by)
Watching you What must I do to let you know I'm checkin' you
(Walking down the street watching ladies go by) Yeah, yeah, yeah, yeah, yeah, yeah, yeah
Watching you Whoa....ho...ho...yi, yi, yi
(Walking down the street watching ladies go by) Whoa, whoa, ho
Watching you Yi-yi-yi, la-la-la-la-la-la-la-la, oh, oh, oh
(Walking down the street watching ladies go by) La-la-la-la-la-la-la-la, oh, oh, oh
Watching you La-la-la-la-la-la-la-la
(Walking down the street watching ladies go by)
Watching you",rb,Watching You,0.4,0.7,1980
327,328,Jalisa,"[Intro]
Yeah
[Verse 1]
I've been laying low
Got me over looking for you, why you not home?
Plus you got me calling for you, please pick up the phone
""I can hold it down, I'ma do it on my own now""
99 Problems, but you ain't one
You said ""You'll hold me down""
That's a great pun
To deal with this breakup was real tough
How would you live knowing that you wasn't enough?
But I know how you feel
You thought this wasn't real
Now I'm stuck reminiscing
I never thought I'll be finished (for you)
[Pre-Chorus]
You just tryna stop my grind
I don't wanna take my time on you
Just know, we cannot do this
[Chorus]
You must think I'm foolish
But I didn't do this, no
Yeah
You must think I'm foolish
But you made me do this, yeah
[Verse 2]
I should've known by the signs
But why did you even put in your mind
That you'll throw me aside?
You should've been honest, baby
You made sure you didn't leave
You promised, baby
Oh, I gave you all my trust
I gave you all my love
I guess I wasn't enough (for you)
[Pre-Chorus]
You just tryna stop my grind
I don't wanna take my time on you
Just know, we cannot do this
[Chorus]
You must think I'm foolish (Foolish)
But I didn't do this, no
Yeah
You must think I'm foolish
But you made me do this, yeah",rb,Foolish,-0.6,0.5,2018
328,329,Marmar Oso,"[Chorus: MarMar Oso]
Stop, wait a minute, I know your heart's broken, fell apart
Don't want to fix it 'cause things been going crazy in your head
I know you're trippin', I tried to change my ways for you
These rough times that we've been through
But that's what couples do
Let's just keep it real

[Verse 1: MarMar Oso]
Just turned twenty one, don't know how to act (Oh-oh)
I know I've been doing crazy things behind your back (Oh-oh)
You say you wanna see my phone, girl, just relax (Relax)
Listen, baby girl, these are facts (Uh-huh)
I know we've been lacking communication (Oh-oh)
Say you need space like ventilation (Ventilation)
Used to give me love, now it's aggravation
Now I want to leave, no hesitation

[Pre-Chorus: MarMar Oso]
'Cause I can't do this no more (No more)
Got me ready to walk out the door (The door)
Ready to explore, but something is holding me like
[Chorus: MarMar Oso]
Stop, wait a minute, I know your heart's broken, fell apart
Don't want to fix it 'cause things been going crazy in your head
I know you're trippin', I tried to change my ways for you
These rough times that we've been through
But that's what couples do
Let's just keep it real

[Verse 2: Derek King]
I know things ain't been right, uh
Ever since you went through my phone it ain't felt right
And I question myself, why I feel this way?
Entertainin' other bitches, I know you feel the shame
But it ain't my fault if you don't make time for me
I'm in need of real love, girl, fuck all this money
You know how these bitches is so another one ain't nothing (Nah)
Just check the DM’s, you think I'm bluffing (Come on)

[Pre-Chorus: Derek King]
I don't wanna flex, I'm just tryna make sense
I need real love, I ain't tryna chase it
Don't try to front, I know you feel the same shit
I'm just the one that's gonna explain it, so I'm like

[Chorus: MarMar Oso]
Stop, wait a minute, I know your heart's broken, fell apart
Don't want to fix it 'cause things been going crazy in your head
I know you're trippin', I tried to change my ways for you
These rough times that we've been through
But that's what couples do
Let's just keep it real
[Outro: MarMar Oso]
Ah, ah-ah, ah-ah
I'm off you so I argue with you, ah
Ah, ah-ah, ah-ah
I'm off you so I argue with you, ah",rb,Keep It Real,-0.5,0.6,2020
329,330,Sir Woman,"[Verse 1]
Can't go back, walk away when they're willing
I know it's hard to turn it down when it's free
Maybe it was just that one time
Guess it's hard to hold on when you're running
It's only easy when you're looking at me
Could it be just the means for the meantime

[Chorus]
I know when it's not getting better
Bet you're gonna get what you want
Bet you're gonna take what I don't (Ooh)
Bet you're gonna get what you want
'Cause if I had my way
I'd give it all to you again

[Verse 2]
Hold me down, keep it up
'Cause you're running
It's just so simple, I should walk out the door
Could it be I was wrong 'bout the right way
Stick around had my heart from the beginning
Still I don't know if I can stay anymore
Just so hard to get out on a good day
[Chorus]
I know when it's not getting better
Bet you're gonna get what you want
Bet you're gonna take what I don't (Ooh)
Bet you're gonna get what you want
'Cause if I had my way
I'd give it all to you again

[Bridge]
Tell myself every night
You know this is the last time
They aren't treating you right
Crossing all the seam lines
Just because it feels good
It don't make this the right time

[Chorus]
I know when it's not getting better
I'm still waiting for this to get better
Bet you're gonna get what you want
Bet you're gonna take what I don't (Ooh)
Bet you're gonna get what you want
'Cause if I had my way
I'd give it all to you again
I said if I had my way
I'd give it all to you again
[Outro]
(Ooh, ooh)
(Ooh-ooh, ooh, ooh)
(Ooh, ooh)
(Ooh-ooh, ooh, ooh, ooh-ooh)",rb,Get What You Want,-0.8,-0.1,2022
331,332,The Satintones,"[Verse 1]
I'm going to the hop
In my raggedy jalop
I'm going to the hop
In my raggedy jalop
I'm going to the hop
In my raggedy jalop

[Verse 2]
I'm going to the hop
It ain't got no braking
And when it's moving and shaking
It ain't got no top
And I don't know how to stop
But I'm going to the hop
In my raggedy jalop

[Verse 3]
I'm going to the hop
When I pass by the people all laugh
Because they know I ain't got much gas
But I don't care what the people may say
I ain't got no notes to pay
I got a dollar and dime
I'm going to have a good time
When I meet that girl of mine
She's my favorite valentine
Because I'm going to the hop
In my raggedy jalop
I'm going to the hop
[Verse 4]
Oh well we're a happy three
My girlfriend and me
And yes siree
My raggedy jalopy
I'm going to the hop
In my raggedy jalop
I'm going to the hop

[Outro]
Dooby dooby doo-do
Dooby dooby doo-do
Dooby dooby doo-do
Dooby dooby doo-do
Dooby dooby doo
Dooby dooby doo-do
Dooby dooby doo-do",rb,Going To the Hop,0.6,0.8,1959
332,333,David Porter,"[Intro]
Afraid the masquerade is over
Afraid the masquerade is over

[Verse 1]
Girl, I'm so afraid, 'cause your eyes
Don't shine like they used to, like they used to, used to shine
Girl (The thirll is gone, the thirll is gone)
Oh, the thrill is gone (Gone)
Mmm, your lips, when your lips meet mine, girl

[Chours]
I'm afraid (I'm afraid)
The masquerade (I'm afraid the masquerade is over)
Lord, it's over, yes yes yes yes yes yes yes (Over)

[Verse 2]
I guess I'll have to learn to laugh like those other clowns
And get myself a clown disguise
And learn to laugh like clowns do
With tears (Tears), tears (Tears)
All in my eyes (Tears)
(I'm afraid the masquerade)
[Verse 3]
Girl you look good (It's over)
Oh, you look the same
Hey you're a lot, keep a lot
A whole lot to say
Oh, but my heart says no, heart says no
Oh my heart just says no
Oh you're not, said your not
Baby you're not the same

[Chorus]
And I'm so afraid (I'm afraid)
Oh, the masquerade (I'm afraid the masquerade is over)
Oh, it's over, one more time, yeah yeah (Over)

[Verse 4]
Oh you see my darling, my love ceases to be warm
When the heat from your kisses can no longer be felt
That time says that it's over
(But just remember this, as long as you live and breathe
I love you baby, I really love you)
Baby it's no fun saying goodbye to someone
As beautiful as you
I fight the pain when I say these words to you
Oh my baby, oh my baby
[Bridge]
It's over (Over)
My my my good thing is over (Over)
The masquerade is over (Over)
Woah woah lord it's over (Over)
Ho, my lord, oh my, uh, ah yeah
Huh huh huh, huh huh, huh huh

[Verse 5]
Fooled you this time, didn't I?
Fooled you this time, didn't I?
Fooled you this time, didn't I?
Fooled you this time, I, I fooled (Fooled you)
I fooled you, girl (Fooled you)
I'm willing to step this over (Over)
Woah, it's over baby, yes, it's over (Baby)

[Outro]
Woah lord (Over)
Oh lord (Over)
Now, now, now, now, now",rb,I’m Afraid The Masquerade is Over,-0.7,0.3,1971
334,335,O.V. Wright,"[Verse 1]
Its not all fun
We get a chance
To be together (Together)
No
Sometimes I wait
Seems like I'm waiting forever (Forever)
Oh, yes it does
Now that you and me
Are all alone
So lets make the most
The most of the time we have

[Verse 2]
Oh, yeah, yeah, baby
You're the music (hah)
Oh, honey, lets dance
Lets do it cheek to cheek
And let all our love
Let all our love just run free, yeah
(Run free)
I'll tell you the reason I said that
'Cause we don't know when
This chance will come again
So we are to make the most
The most of the time we have
Hah, oh yeah
[Verse 3]
Lets go on and satisfy
This feeling running through us
Oh, remember tonight is all thats promised to us
Moments like these are oh so rare
I'm so glad we got these moments to share
Down, the dear, or in each others arms
So we are to make the most (The most of the time we have)
Now, now, now, now, now baby
Darling, we are in each others arms
We've got to make the most (The most of the time we have)
We gone have to make time, baby
Darling we, are all in each others arms
We've got to make the most (The most of the time we have)",rb,The Time We Have,0.9,0.6,1977
335,336,Kill_Swxtch,"[Intro]
𝘐 𝘥𝘰𝘯'𝘵 𝘬𝘯𝘰𝘸. 𝘓𝘪𝘬𝘦 𝘵𝘩𝘦 𝘭𝘢𝘣𝘦𝘭, 𝘵𝘩𝘦𝘺 𝘳𝘦𝘢𝘭𝘭𝘺 𝘸𝘢𝘯𝘵 𝘵𝘰 𝘱𝘶𝘴𝘩 𝘛𝘏𝘌 𝘙𝘌𝘝𝘐𝘝𝘈𝘓. 𝘉𝘶𝘵 𝘐 𝘸𝘳𝘰𝘵𝘦 𝘵𝘩𝘪𝘴 𝘰𝘯 𝘵𝘩𝘦 𝘸𝘢𝘺, 𝘢𝘯𝘥 𝘐 𝘳𝘦𝘢𝘭𝘭𝘺 𝘸𝘢𝘯𝘵 𝘵𝘰 𝘯𝘢𝘮𝘦 𝘪𝘵 ""𝘍𝘢𝘭𝘭 𝘐𝘯 𝘓𝘰𝘷𝘦 𝘞𝘪𝘵𝘩 𝘐𝘮𝘱𝘦𝘳𝘧𝘦𝘤𝘵𝘪𝘰𝘯𝘴.""

[Verse 1]

New place, same face, same digits
It's crazy how much I fucked up your image
If you wanted all my love then show me
I'm a mess, I'm surprised that you want me

[Chorus]

I could fall in love with imperfections any day
I keep feeling different that's the reason why I stay
You're like a drug and I don't think that I can stay away
So why the hell you tryna cast me away?

I could fall in love with imperfections any day
I keep feeling different that's the reason why I stay
You're like a drug and I don't think that I can stay away
So why the hell you tryna cast me away?
{Verse 2}

Young Swxtch on the mic, yeah you know me
Sorry I left you in the cold, that was so mean
In the show in Dallas, aye, can you blame me?
I'm different now, you can blame it on the old me

That's the old me, I know you told me
That you're fucking with your man, but you know me
I'ma try and change your mind but in the end I
Don't think I could support you like he does know

I know you stressing over shit thinking, Oh Man
Kill_Swxtch writing slander, man not again
I could say all the shit if I wanted too
Can't even blame you for the shit you do

Look at me, I'm a mess of a person
But you stalking through my socials, always lurking
If he talking shit, tell it to nurses
He's your man? Well to me he's just a person",rb,Fall In Love With Imperfections interlude,-0.5,0.5,2019
336,337,ENI (IAMENI),"Intro:
Thought  I was the only one for you
How could you lie to me
I stole the whole world for you
But I was blind to see

Pre-Hook
You ain't really down for a shawty like me
You only 'round when the camera's on me
But that's over

Yeah

When nobody else at your side
You keep running back
You keep running back to me
Running back
Can you stop running back to me

Ain't there somebody else on your line
Hook:
You should just leave me alone
(Keep doing your thang x2)

You should just leave me alone
(Keep doing your thang x2)

You ain't really down for a shawty like me
You only 'round when the camera's on me
But that's over

You should just leave me alone

Verse:
I'm tired of this back and forth shit
We we're friends now we're strangers

You only want me for my love and affection
How you gon' play me and expect my attention

That ain't the way it works

Keeps tryna bring back those emotions
You deserve the pain that you will endure
Cause you're poison
You're poison

Pre-Hook:
And you ain't really down for a shawty like me
You only 'round when the camera's on me
But that's over

Yeah


When nobody else at your side
(You should just leave me alone)
You keep running back
You keep running back to me
Running back
Can you stop running back to me
(You should just leave me alone)

Ain't there somebody else on your line

Hook:
You should just leave me alone
(Keep doing your thang x2)

You should just leave me alone
(Keep doing your thang x2)
You ain't really down for a shawty like me
You only 'round when the camera's on me
But that's over

Outro:
You should just leave me alone
I'm tired of this back and forth

You should just leave me alone
(Keep doing your thang x2)

You should just leave me alone
(Keep doing your thang x2)",rb,Running Back,-0.6,0.6,2017
337,338,Peter Tosh,"[Intro]
Warning
The Surgeon General warns
Cigarette smoking is dangerous, dangerous
Hazard to your health
Does that mean anything to you

[Chorus]
Dem legalize marijuana
Right here in Jamaica
Dem say it cure glaucoma
I man a de Bush Doctor

[Verse 2]
So there'll be
No more smokin and feelin tense
When I see them a come
I don't have to jump no fence

[Chorus]
Legalize marijuana
Down here in Jamaica
Only cure for asthma
I man a de Minister(of the Herb)
[Verse 3]
So there'll be no more
Police brutality
No more disrespect
For humanity

[Chorus]
Legalize marijuana
Down here in Jamaica
It can build up your failing economy
Eliminate the slavish mentality

[Verse 4]
There'll be no more
Illegal humiliation
And no more police
Interrogation

[Chorus]
Legalize marijuana
Down here in sweet Jamaica
Only cure for glaucoma
I man a de Bush Doctor

[Verse 5]
So there be
No more need to smoke and hide
When you know you're takin
A legal ride
[Chorus]
Legalize marijuana
Down here in Jamaica
It the only cure for glaucoma
I man a de Minister",rb,Bush Doctor,-0.6,0.6,1978
340,341,Sellous,"[Verse 1]
I'm the one
That you're searching for, my love
Let me show you that I'm not afraid to touch
Come closer
Embrace me with your love
Don't you know
That I like to give it up, yeah

[Bridge]
I like the talk
I like the way you look at me
Your kiss is strong
That's all I need to rescue me
Come and show me
Don't you want me, come and show me
Disguised as a queen, you throne it
My god, how I had you moanin'

[Verse 2]
Now you see what you really meant to me
Nothing more than a fuck
Leading on, leading on
Oh yeah
[Chorus]
I like the talk
I like the way you look at me
Your kiss is strong
That's all I need to rescue me
I like the talk
I like the way you look at me
Your kiss is strong
That's all I need to rescue me

[Outro]
La la la la la",rb,Down Bad,0.9,0.6,2019
341,342,Yexwxrld,"I could feel amazing they faded
Off the buzz
Just like they been lonely they wonder
What it was
I just did a show in the night
They love me
Niggas getting jealous they fight
Was ugly
Take a moment see if you want
To trust me
Take a moment see if you want
To fuck me
I could be the beast if you want
Just believe
You can be the beauty inside
The lovely
The world is yours
The world is yours
Take a moment tell me wtf you ready for
It’s dark inside
It’s dark inside
Take a moment tell if two wrongs can make a right
It’s Friday night
It’s Friday night
When you get around are you really living life
Tell me if that jungle what you like
Cause I been there before
And it is not my type
My niggas never fold
Behind my back the never bite
You can be a nobody
In this life
Soon as they applaud
Stars gain a little light
She been so aroused
Cut me deep just like a knife
Damn I never let it go
It’s on the pedestal
Damn I had to let you know
You looking sexy
You be shooting
Never miss it tho
Thousand in a row
You stole my heart
So you a criminal

I could feel amazing they faded
Off the buzz
Just like they been lonely they wonder
What it was
I just did a show in the night
They love me
Niggas getting jealous they fight
Was ugly
Take a moment see if you want
To trust me
Take a moment see if you want
To fuck me
I could be the beast if you want
Just believe
You can be the beauty inside
The lovely
Switching up the damn position
It be a berden if they heard that you was just a witness
But we ain’t never finished",rb,THE WORLD IS YOURS,0.6,0.9,2020
342,343,svrite,"[Intro]
Yeah, yeah

[Chorus]
Shawty with the red hair (Red)
Shinin' wit' a bright glare (Bright)
Shawty with the red hair (Red)
Shinin' wit' a bright glare, yeah

[Refrain]
Shinin' with the bright eyes (Yeah, ayy)
Night sky (Yeah, yeah)
White cry (Yeah, ayy)
No lies, yeah
Shinin' with the bright eyes (Yeah, ayy)
Night sky (Yeah, yeah)
White cry (Yeah, ayy)
No lies, yeah

[Verse]
Girl, I'm lovin' my life, hope you're loving your life
Wonderful like all night, without you, it's not right
I'ma keep on grindin', there ain't nothin' that can stop me
I wouldn't be here without lil' [?] shawty
I always credit you for all my work, yeah (Work, yeah)
I wanna give you all that you deserve, yeah (Deserve, yeah)
Wanna show you all the love in this earth, yeah (This earth, yeah)
Stood by my side when I was feelin' worst, yeah
[Interlude]
Yeah, yeah

[Chorus]
Shawty with the red hair (Red)
Shinin' wit' a bright glare (Bright)
Shawty with the red hair (Red)
Shinin' wit' a bright glare, yeah
Shawty with the red hair (Red)
Shinin' wit' a bright glare (Bright)
Shawty with the red hair (Red)
Shinin' wit' a bright glare, yeah, yeah",rb,The Girl Named Grey,0.8,0.6,2018
343,344,Doug MacLeod,"Well, I was talking to this woman, just the other day
You ain't gonna believe what I heard that woman say
She said, ""Come on over to my house, I got something I want to give to you""
She said, ""I ain't talking instead of, no, what I'm talking is in addition to""

She said, ""I know you're a travelling man and tomorrow gonna find you gone
But I want to give you some of this sugar before you travel on
Come on over to my house, something I want to give to you""
She said, ""I ain't talking instead of, no, what I'm talking is in addition to""

She said, ""I don't want cause no trouble, I won't either want your money
I just want to give you some of my bread and honey
Come on over to my house, something I want to give to you""
She said, ""I ain't talking instead of, what I'm talking is in addition to""

I said, ""Woman you must be goofy, this is way too good to be true
I can't believe the words I think I heard I'm hearing from you""
She said, ""Come on over to my house, something I want to give to you""
She said, ""I ain't talking instead of, no, what I'm talking is in addition to""

Well, I guess there's got to be some women out here that think this song is wrong
But I want to get you hip and wise to what's going on
Because there's some women out here that'll take your man to their house
And they'll be giving him what you've been leaving out
""Come on over to my house, something I want to give to you""
She said, ""Now, I ain't talking instead of, what I'm talking is in addition to""
Well, I guess I got you wondering did I stay or did I go?
I'd have put it in the song if I wanted you to know
I think it's much more better for the meaning of the song
If you ain't exactly sure what the hell went on
""Come on over to my house, something I want to give to you""
She said, ""I ain't talking instead of, what I'm talking is in addition to""",rb,The Addition to Blues,0.3,0.6,2008
