"annotation_id","annotator","artist","created_at","id","index","lead_time","lyrics","tag","title","updated_at","x_coordinate","y_coordinate","year"

94,"1","Sheperd","2024-07-27T17:29:46.576059Z",1590,92,13.782,"[Verse 1]
Workin' every mothafuckin' day
I pay myself, I ain't looking for a raise
I know my momma really thought it was a phase
I give a fuck about your comments I ain't phased
I'm cuttin' through the noise, cuttin' through the haze
Don't ask me if I dig ya, I'm diggin' ya grave
I don't need a new friend I'll be okay
I just need my bag and i'll be up out my way
Sleep well, she scheme on, the DL
I bet she think she know me judging off the motherfuckin' TL
Go get a grip, or get a life
They try to kick you when you down, I was taught that I better fight
Now what's the bar? Someone set a height
I'm high-jumping over whatever you thought I would end up like
I'm overpowered like I'm Metaknight
Nobody from the city got a motherfuckin' better set of pipes

[Chorus]
Bad bitch look like Tina Fey, and she wanna fuck me like all day
For real
One thing I never do is play, I been servin' y'all up without a tray
For real
Always on the move I can't stay, in a fresh pair of boots no Js
For real
Everyting I wanna say I say, I don't hold nothing back no way
For real
[Verse 2]
If I pray for it I'ma get it
I never sit around that's pathetic
I could fuck your bitch off aesthetic
She give me good head, cause she know where I'm headed
Blackin' out on every verse
And I'm coming to America like Eddie Murph
Don't make a move unless I run it through with Harry first
You prolly poppin' cause it's ladies first
Ready for whatever, ready for it all
My family always tell me to get more involved
I don't do so well with these events though
Too many questions, man I just end up ignoring y'all
Trust me you don't want it more than necessary
I just seen your career out in the cemetery
You looking for respect and I ain't paying that
I'm looking at my bills like is you paying that
Nah? That's the way it fucking go
Only thing i know is how to grow
I don't let nobody else in unless you hear it on a record boy I keep it on the low, low

[Chorus]
Bad bitch look like Tina Fey, and she wanna fuck me like all day
For real
One thing I never do is play, I been servin' y'all up without a tray
For real
Always on the move I can't stay, in a fresh pair of boots no Js
For real
Everyting I wanna say I say, I don't hold nothing back no way
For real
[Verse 3]
Shawty listen when my single drop
She gon' pop it when 'em singles drop
She in love with every single drop
She gon' swallow every single drop (drop)
Trouble in the pot, come and see me stir
Fucking up your world like a meteor
Keep 6, keep 6
Cause when I'm in the room, I could take your bitch
Last thing you want to do, is to make a diss
I don't ever switch styles, for the sake of lists","rap","Trouble","2024-07-27T17:29:46.576059Z","-0.6","0.7",2017

95,"1","Arhinslim","2024-07-27T17:30:23.515931Z",1591,93,33.952,"Hook

Throw a party of my own (party of my own)
Yeah A party of my own
I’ll do it for myself and i might just be alone
(Might just be alone)

Yeah i might just be alone
I’ll do it for myself and i might just be alone
(Might just be alone)
Throw a party of my own
I’ll do it for myself and i might just be alone
(Yeah i might just be alone)
Throw a party of my own
I’ll do it for myself and i might just be alone

I can't trust no nigga saying he used to have my back
Please don’t call me anymore it used to be like that
Looking at these pussy niggas tryna set they traps
Gotta look around me man you know it be like that
I won’t do a boof no more im tryna make it back
Tryna make it back i been tryna get it back
Try to say she know me where the hell i know her at?
I can’t see whats on yo head it looking like a cap

Cause im feeling paranoid
Lately i been tryna block the noise
Things were getting bad but u know ill never fold
Keeping to myself cause around me getting cold
But you know im cold

Hook

Throw a party of my own (party of my own)
Yeah A party of my own
I’ll do it for myself and i might just be alone
(Might just be alone)

Yeah i might just be alone
I’ll do it for myself and i might just be alone
(Might just be alone)
Throw a party of my own
I’ll do it for myself and i might just be alone
(Yeah i might just be alone)
Throw a party of my own
I’ll do it for myself and i might just be alone","rap","Private Party","2024-07-27T17:30:23.515931Z","-0.7","0.6",2020

96,"1","T-K.A.S.H.","2024-07-27T17:31:33.142159Z",1592,94,15.957,"[Verse 1]
Nobody likes to mention
White progressive philantrophic extortion of our condition
We ignore it 'til we wanted an apartment for us to live in
And is rented by a liberal proponent of capitalism
Who believes that the God's gift to Black and Brown people
Then appropriate the culture, of which they are a vulture
Caught the rollers on the lady with her baby in the stroller
Who was raised where they just moved to from in the zone
It's the old neighborhood with the whiter population
Under the codenames, ""Up and coming, revitalization""
Collective, urban, it's even more disturbin'
When the transplant treats the native family with discernment
I lived it, you learned it, you bought it, I earned it
I'm natural, you burned it
You went to city hall and got a permit to make us live a hundred miles away
Then question our credentials when we represent the Bay, look

[Chorus]
They used us and fooled us
Removed us and replaced us with food trucks
They sued us and looted us
We assumed trust and replaced us with food trucks
They used us and fooled us
Removed us and replaced us with food trucks
They sued us and looted us
We assumed trust and they replaced us with food trucks
[Verse 2]
People laughed at me and Paris when we started sayin'
Oakland looked a lot like Portland
Then we laughed back when we read about
Another First Fridays based up in Ashland, Oregon
Stigmatized the ghetto 'cause it's full of liquor stores and blunt rappers
While these medical marijuana and artesian beer drafters
Get the benefit of the doubt, but if they are young or Black
Are with the thought of legal weed and hipster rap attract laughter
Sometimes, I feel like I'm hatin' for no reason at all
But when I hit the block, there's barely no Black people at all
Or no Latinos at all, or Filipinos at all
Just art collectors and loft, do they respect us or naw?
Ridin' BART, I'm in awe, had all the wealthy techies come and go
West Oakland station, mission statement, hella comfortable
The great migration of Blacks from country to city
Is slowly but surely returnin' to how it was once befo'

[Chorus]
They used us and fooled us
Removed us and replaced us with food trucks
They sued us and looted us
We assumed trust and replaced us with food trucks
They used us and fooled us
Removed us and replaced us with food trucks
They sued us and looted us
We assumed trust and they replaced us with food trucks","rap","Food Trucks","2024-07-27T17:31:33.142159Z","-0.6","0.7",2017

97,"1","Kosh","2024-07-27T17:31:50.598987Z",1593,95,15.349,"(Aight let's get it..)
(Look..)
(Huh..)

[Chorus]
Man this is old school
And this is so cool
I got bitches on ma dick, I got a flow too
I got nigga's talking down but I don't know you, everybody rocking to my beats this shit is so true
I don't tofu, I don't each wholefoods, I just eat ass, pussy and maybe some toes too
I already told you
This shit is so true
If you ain't listening to me you probably cold fool
[Verse]
You probably wack
Cus all you really do is talk smack
I talk back
And when I do you really finna get mad but it's sad that you can't take that, then nigga you slack
C'mon, little man it really ain't that bad
Now I finna blow up
Nigga's see me grow up
Now hold up
Now I really finna start to go up, it's so fun
Now i really finna roll in the tux, with some ice around ma neck
I'm really out of a rut
I'm really out of a hut
Nigga's talking too much
Blah ba blah ba blah ba blah ba blah
Why don't you just shut the fuck up
I'm really 'bouta get [?]
Finna pool with a gun
Nah jokes man, nigga I'm just having some fun
[Chorus]
Man this is old school
And this is so cool
I got bitches on ma dick, I got a flow too
I got nigga's talking down but I don't know you, everybody rocking to my beats this shit is so true
I don't tofu, I don't each wholefoods, I just eat ass, pussy and maybe some toes too
I already told you
This shit is so true
If you ain't listening to me you probably cold fool
You probably wack (yuh)..","rap","Old Skool","2024-07-27T17:31:50.598987Z","-0.6","0.7",2018

98,"1","IDK","2024-07-27T17:32:14.539885Z",1594,96,21.558,"[Intro (Skit): Voicemails]
Hi Mrs. Lynch, this is Mrs. Zubrod. I'm calling from Deerfield Elementary about your son, Jason. Um, I've been having a few concerns just about his ability to focus in class. There are some options that I've briefly discussed. Um, we see this a lot with children and it might be some form of ADD. I'm not a doctor so I would suggest that maybe-
Uh, Mrs. Lynch, this is Mr. Bailey, Jason's fifth-grade teacher. I'm calling 'cause I'm very concerned about your son. It seems very possible that he will not pass the fifth grade. He's been failing very regularly-
Mrs. Lynch, this is Principal Reynolds, calling again for the third time. Please give us a call back as soon as you can. Jason has been suspended from school yet again for getting into a fight. Um, he's becoming a real problem for the kids. It seems he's getting into an altercation every other day. Um, we've tried to reach out, we're trying to help him. But there's only so much I can do. Mrs. Lynch, we have no choice but to suspend your son immediately-
This is Detective Pearson with the Third District Police Department. We are searching for Jason Mills; he's been implicated in a armed robbery case. We have a good bit of evidence that Jason is involved. Please get in touch with us as soon as possible. It's nothing to worry about, hope I hear from you soon-
Hi, this is Stacey from State Farm. The total for this case will be 7,550 dollars. Please give me a call back and let me know how you'd like to process the payment-
You have ten minutes remaining on this call

[Intro: Jessica Samiere]
I can't take it, I can't take this shit no more
I can't take it, I can't take this shit no more
I can't take it, I can't take this shit no more
I can't take it, I can't take this shit no more
I can't take it, I can't take this shit no more
I can't take it, I can't take this shit no more
I can't take it, I can't take this shit no more
You gon' be bad forever
Forever, forever
Nigga, you gon' be bad forever
Forever
[Verse: IDK]
Who the realest?
Who the gangsta? Who the killa? Who that nigga?
Who the trillest?
Who the shooter? Who got shot? Who survived?
Who diminished? Who the witness? Who detective?
Who the medic? Who the dead? Who arrested?
You the dead, you the lesson
We survived, we ain't stressin'
I was tryna live it, I was tryna be it
I lived with my mother and stepfather, both had degrees, was heated
Went the college route
But I doubt that I'm going to college now
I was tryna be flyer than Batman so I got me the strap, man
And I started stealing and turned into Robin now
I'm just a middle-class nigga who's class was a mixture
Of them spellin' bee winners and them PG killers
Flop, flop, flop, flop, hit your ass with bananas, they gorillas
Knock, knock, knock, knock at my door, asking me to come and kick it
I was different, see, my family distanced me but I was curious
The mystery of chilling down the street, knowing I shouldn't be
Was lit to me and that's the reason why that I am literally
The only one to go to jail in my family's history

[Chorus: IDK]
A ""good home, I don't give a fuck"" trap nigga
Steal the strap from my neighbor's safe, brrat-brrat nigga
They gon' still throw my ass in the jail with the killers
At the end of the day, I'm a young black nigga
I'm a ""good home, I don't give a fuck"" trap nigga
Steal the strap from my neighbor's safe, brrat-brrat nigga
They gon' still throw my ass in the jail with the killers
At the end of the day, I'm a young black nigga
[Outro: Jessica Samiere]
Who's that knocking? Who's that knocking at my—","rap","Mrs. Lynch Your Son Is The Devil","2024-07-27T17:32:14.539885Z","-0.7","0.6",2017

99,"1","Clover","2024-07-27T17:32:53.882018Z",1595,97,35.601,"{Verse 1}
Hear the church bell ringing
Murder every rapper better start repenting
Heard of every rap you fuckers spitting
Take your herd to the lab and start re penning
Now they singing the same
With limited brains
Tryna mimic for fame
They killing the game
They will never be tame
Taking the reigns
And im making a name
You the best rapper in the school?
Call yourself a leader I will show you how to rule
On this beat defeat ya and your punishment is cruel
Ask me for a feature im a freeze ya you a fool
Think I might not kill ya you like Freiza im Goku
Wasn't gonna feed ya but this shit is getting deeper im  competing to be-seat the rappers I lampoon
Callin me a freak
You wallow in defeat
Control alt delete, you reboot I resume
Cuz Your Autotune
Is so out of tune
So now I presume
That you’re a buffoon
Take trash like raccoons
Airheads, like balloons
My bad that was criminal
You know who you are
So this is not subliminal
Pull up in a car
Your condition is now critical
Ripping up your art
What's left of it is spiritual
{Verse 2}
To tell you the truth
Its a crime scene when I get in the booth
Look at rhyme schemes its getting coo coo
Its so obscene merci beaucoup
Know what that means? That means thank you
If you don't believe search on Google
Im like chlorine I clean the pool
The one with genes that none of you knew
But im coming in through
Coming in fru-ition
With the ammunition
And on a mission
To show im different
To all these bitches
They load the clips in
And Damn they missed it
Im on some slick shit
A bomb im spitting
I take the pin and
Take the pen
And I throw the nades
Into virgin kids that
Gone ballistic
Cuz they are so lit
{Verse 3}
In quotes you see
Everything I say
Is tongue in cheek
Rappers gonna spray at my physique
Changing up the waves
Im like mystique
All they gonna say
My lines antique
Just so they remain
Right at their peak
Ima go and frame
This as perfect
Cuz I Spitfire
You’re Mozambique
Cuz I'm an old head
Fire off a diss
And now they bolted
Snakes are gna hiss
They so revolting
They soul is open
And ima close it
No room for moping
Im cold I'm frozen
Home alone ima trump
Macaulay Culkin
Writing and they stumped
On Green Im Hulking
Wannabes i corrupt
Ive barely spoken
Scary and they jump
Cuz I've awoken
From their provoking
Shaken and choking
Give rhymes in bulking
This scheme just won't end
And now they hoping
That theres a cure
For this pathogen
Disease so pure
Have to cope and
They're unsure
Doctors they phoning
{Chorus}
I'm not having any of this shit
I will handle petty disrespect
I will dismantle everything  you say
And will show you i am here to stay

{Verse 4}
One punch now run it back six zero
Touchdown bitch go and run it back
Come against me itll be fourth down you runts go punt to the field and track
Cuz your field in tracks appears to be whack
Need a peer to smack you back on track
When your backs on track
Ima prevail and derail a bitch like its Amtrak
Cuz in all degrees im meant to be mentally
The best emcee on mp3s so i just speed to hit 90
Thats the right angle on all fours form a rectangle
Find it a cute to think you obtuse
Got a screw loose cuz you're in my shadow
This is rivalry
Take it personally
But with my verses see
That youll never be
As good as me","rap","Not Having It","2024-07-27T17:32:53.882018Z","-0.6","0.7",2019

100,"1","Sonya June","2024-07-27T17:34:22.787060Z",1596,98,86.951,"[Intro]
(Fusion...)
Run! Run!
He don't play on my team!
They don't know what I mean!
'Cause a nigga feeling clean

[Hook]
They talk a lot on the nigga 'cause I'm Zealot
I run it up, then I *skrrt*, bruh, I'm peelin' out
I be myself, real shit, with my feelings out
You too afraid, don't give a fuck if my daddy proud
They talk a lot on the nigga 'cause I'm Zealot (Zealot)
I run it up, then I *skrrt*, bruh, I'm peelin' out (Peelin' out)
I be myself, real shit, with my feelings out
You too afraid, don't give a fuck if my daddy proud

[Verse 1]
Hair blonde, nigga out
I don't give a fuck
Stay talkin' shit, air you out
A nigga 21
You're such a hypocrite
Cali-born but I am the one
I'm poppin' like a zit
Feeling scorned, let me tell you something
My life like an exorcist, take your soul, then I fuck it
Stop your crying in my bucket, my list too long, I need the room
I'ma nag your ass like a baby boomer, you keep yelling back like
Millennials
You a suck up nigga, here's my penial
I been callin' shots like a general
Stay out of this world, terrestial
Staying afloat like I'm Ariel
One day I'ma play T's festival
That's some big news, Will Ferrell
I got set rules like the fuckin' Tarot
I'm that clean nigga with the pink apparel
And I'm self taught, still on the level
And my whip clean, moved from the pedal
Get me so hype, see my blood vessel
I'ma soul fighter, let me Hakusho
Yu Yu, how to do you
Fuck a rule-book, I'm my own cool
I got 2 looks just a different mirror
Used to hate me, now I'm lookin' clearer
I don't follow up cuz I am the leader
Gotta work hard so fuck a reefer
[Hook]
They talk a lot on the nigga 'cause I'm Zealot
I run it up, then I *skrrt*, bruh, I'm peelin' out
I be myself, real shit, with my feelings out
You too afraid, don't give a fuck if my daddy proud
They talk a lot on the nigga 'cause I'm Zealot (Zealot)
I run it up, then I *skrrt*, bruh, I'm peelin' out (Peelin' out)
I be myself, real shit, with my feelings out
You too afraid, don't give a fuck if my daddy proud
They talk a lot on the nigga 'cause I'm Zealot
I run it up, then I *skrrt*, bruh, I'm peelin' out
I be myself, real shit, with my feelings out
You too afraid, don't give a fuck if my daddy proud
They talk a lot on the nigga 'cause I'm Zealot (Zealot)
I run it up, then I *skrrt*, bruh, I'm peelin' out (Peelin' out)
I be myself, real shit, with my feelings out
You too afraid, don't give a fuck if my daddy proud

[Bridge]
I don't feel like I'm a lover anymore
Got too much angst in my soul, in my soul
I don't feel like I'm a lover anymore
Got too much angst in my soul, in my soul (I don't)
I don't feel like I'm a lover anymore (no)
Got too much angst in my soul, in my soul
I don't feel like I'm a lover anymore (I don't feel like)
Got too much angst in my soul, in my soul
[Break]
I don't, feel it, feel it, yuh
Feel it, feel it, goddamn, uh
Feel it, feel it, no
Feel it, no, in my soul
Feel it, feel it
Feel it, ooh
Lover in my soul

[Outro]
They talk a lot on the nigga 'cause I'm Zealot
I run it up, then I *skrrt*, bruh, I'm peelin' out
I be myself, real shit, with my feelings out
You too afraid, don't give a fuck if my daddy proud
They talk a lot on the nigga 'cause I'm Zealot (Zealot)
I run it up, then I *skrrt*, bruh, I'm peelin' out (Peelin' out)
I be myself, real shit, with my feelings out
You too afraid, don't give a fuck if my daddy proud","rap","ZEALOT","2024-07-27T17:34:22.787060Z","-0.6","0.7",2019

101,"1","POP STUNNA","2024-07-27T17:35:28.600408Z",1597,99,63.088,"Intro:

Heyy
Pop Stunna Pop Stunna
Pop Stunna Pop Stunna
Pop Stunna Pop Stunna

Hook:

Getting money let it stack nigga
Fucking your bitch in the bathroom nigga
6 figures she suck me off
Getting money let it stack up
Dancing  money Michael Jackson
These bands got a nigga dancing
Your main bitch keep calling
Cause she know I am popping
Your main bitch keep calling
Cause she know I am popping

Verse:
My life good my bitch bad
My D good good she coming back
I do it right she call me back
She wanna cuff I say wait in line
Two bad bitches they on my line
I be grinding for commas  nigga for the bag nigga I am an animal
I get the bag she want a bag I give her that
Cause I like her back
One main chick two side chicks yеah nigga  I can handle that
Yeah nigga I can handle that
For thе pussy! For the pussy!  For the pussy yeah nigga I am an animal
Getting money and  fuck bitches stay on my grind  I am an animal
Yeah from the jungle fool
I don't play with you
My money good I be eating good
With your main bitch cause she done with you

Bridge:

Players in the house let me see yours hands up
Freaks in the house show the players what's up
Players in the house let me see yours hands up
Freaks in the house show the players what's up

Hook:
Getting money let it stack nigga
Fucking your bitch in the bathroom nigga
6 figures she suck me off
Getting money let it stack up
Dancing  money Michael Jackson
These bands got a nigga dancing
Your main bitch keep calling
Cause she know I am popping
Your main bitch keep calling
Cause she know I am popping

Outro:
Pop Stunna Muthafucka
ATX to DTX to London Town nigga
American Airlines nigga, I am goneeee","rap","Tha Bachelor","2024-07-27T17:35:28.600408Z","0.6","0.7",2021

102,"1","Tnb clipper","2024-07-27T17:37:45.261333Z",1598,100,96.311,"{Intro}
Sometimes i feel like I'm in outer space
I feel like I'm too late
And i lost a bunch of friends
That's been here since Kool-Aid
I'm dropping the Kool-Aid
I'm dropping these songs, aye
These people better listen Before I go

{chorus}
I just been waiting for a long time
(I just been waiting for a long time)
I'm not safe but I know I'm confined
(I'm not safe but I know I'm confined)
He say he dropping well its my time
(He say he dropping well its my time)

{Verse 1}
Well ain't that lit
Another Diamond on my neck cost me a brick
Pause that quick, i been listening and you ain't about it
I'm serious, i knew for years you ain't about it
I'm curious, seriously why do you keep doing this
I've been focused and i been doing this for years
And yes I'm feeling this
Its time to focus okay there is no time for fittling
With diamonds on my neck i swear that the pressure is mental in
You know that i don't feel you, run around the block get the Glock and then we send it at you
You people think i am delirious
These songs are not serious
This is not a good situation I'm serious
{chorus}
I just been waiting for a long time
(I just been waiting for a long time)
I'm not safe but I know I'm confined
(I'm not safe but I know I'm confined)
He say he dropping well its my time
(He say he dropping well its my time)
I just been waiting for a long time
(I just been waiting for a long time)
I'm not safe but I know I'm confined
(I'm not safe but I know I'm confined)
He say he dropping well its my time
(He say he dropping well its my time)","rap","138","2024-07-27T17:37:45.261333Z","-0.7","-0.1",2021

103,"1","Pye green valley","2024-07-27T17:38:32.958293Z",1599,101,44.253,"There is faint music in the night 
Of mary fine by silver flight 
His eyes are raped up on his face 
And needed here this time and space
There harts are fild with glinding joy 
Of gods own son his littel boy","rap","The christmas rap","2024-07-27T17:38:32.958293Z","0.8","-0.3",2012

104,"1","Sai (@off.sai)","2024-07-27T17:39:49.659431Z",1600,102,73.699,"I've got a lot on my mind tonight
I'll talk to god when the time is right
There ain't too much that I find in life
She can't agree with the songs I write
I gotta reap what I sowed tonight
I ain't got time when she put up a fight
She can't deny that I know what she like
Nothing to see
Nothing in sight

Watching you dance with a heart that is see through
You play the part with a plan as you need to
Kissing your thighs 'till I'm right in between you
Look at my eyes, baby yes I believe you
You can't agree with the fact Imma leave you
Fucking you like I'm in love and I need you
You try to fight what you want, but I read you
It ain't like me to do what is evil

Turning the tables
Now you wanna go
This ain't a fable
Imma let you know
I gotta lay low
Cause I'm on a roll
What if I say so?
I don't wanna know
You got a halo and the devil horns
Cutting the cable
'Till' I'm all alone
Don't try to label
When I'm on the phone
Maybe I hate you
It was long ago
You don't gotta talk to me no more
You don't gotta start with me no more
You ain't got nothing to offer me no more
Why you tryna run from me?
You don't even know exactly what you want from me

There's no question I'm done with us

Take these seconds and fall in love
I'm so stressed and I've had enough
This agression is all for what?
Can't accept this, it's all for lust

I think I won't take a pill for tonight
I hope this bitch doesn't ask about life
Sit down and look at my lips when I speak
Not tryna talk, nigga I'm tryna pipe
I've had enough of this whole fucking week
She wanna know if I love what I like
I told that bitch that I might
She's come to grips that I'm taking her life","rap","IMPURITY","2024-07-27T17:39:49.659431Z","-0.6","0.5",2020

105,"1","Wayne Rama","2024-07-27T17:43:00.998980Z",1601,103,188.927,"I'm a pop guy rapping and I like rock
Haters tell me that I might flop
Hoping that I might stop
No more nice talk, no more light knocks
I'm about to kick the door in - like SWAT
'Cause I ain't merely here to peer like White Rock
And I ain't really got a peer like a night hawk
White hot - Switch the flow
Combinations like a bike lock
Wayne Rama putting verses in white chalk
I blow magic on the mic - Off white 'Pac
Test me get your life rocked
Hashtag - Mic drop!
Outcast for life
Alright alright alright alright
I don't need no advice
Got the game in my sights
And I'm sharp as a knife","rap","Knife Talk Sessions","2024-07-27T17:43:00.998980Z","0.6","0.5",2021

106,"1","Kasie","2024-07-27T17:44:07.599396Z",1602,104,47.773,"[intro]
They say this city is pretty tough
But i'm tougher
...
[Chorus]
I've been going through the city like wop
Niggas watching everything i do
Why you trying to stress me
Why you?
Why you trying to stress me
Why you?
I've been going through the city like wop
Niggas watching everything i do
Why you trying to stress me
Why you?
Why you trying to stress me
Why you?

[verse]
I've been putting in work
I've been putting in sweat
I've been putting in blood
Just to get that cheque 
Seven figures cheque
G8 and a jet
Big house and a pet
Tick tock rolex
Grills in the mouth
Offshore for the cruise
Overseas for the drip
Private with the trips
Paparazzi take a pic
GQ cover
Louis V off white
Real G keep it two virgil
[Chorus]
I've been going through the city like wop
Niggas watching everything i do
Why you trying to stress me
Why you?
Why you trying to stress me
Why you?
I've been going through the city like wop
Niggas watching everything i do
Why you trying to stress me
Why you?
Why you trying to stress me
Why you?","rap","Kasies Vibe","2024-07-27T17:44:07.599396Z","-0.6","0.4",2020

107,"1","SBL Jeremiah","2024-07-27T17:44:36.228778Z",1603,105,24.247,"Talkin lil boy you a dummy
Already know that I keep the check coming
Ha
Put that lil boy in a pot
No polo but you niggas cappalot
She want me I tell her no
On the way to the trap get me a fat go
Already know that I stay on go

Nigga he small like a ferret
Hop like a bunny no carrot
I see yo girl she watching and staring
Get to the money go run me a erin

Talkin lil boy you a dummy
Already know that I keep the check coming
Ha
Put that lil boy in a pot
No polo but you niggas cappalot
She want me I tell her no
On the way to the trap get me a fat go
Already know that I stay on go
Fly just like a broom","rap","Bugs Bunny Flow","2024-07-27T17:44:36.228778Z","-0.6","0.7",2021

108,"1","Teejayx6","2024-07-27T17:45:46.156723Z",1604,106,54.762,"[Intro]
(FreshDuzIt)

[Chorus]
Brought my reader and my writer on the road with me (Road with me)
Yesterday I bought a brand new strap and it hold fifty
Nigga try to take something, I'ma give his ass the whole 50 (Brrt)
A nigga's bitch just called my phone like, ""Baby, can I hold fifty?""
Run this shit up on my own, you niggas wasn't on the road with me
Street nigga made a half a million off a laptop
Beat my uncle ass 'cause I caught him smokin' crack rocks (Crack rocks)
Gave your bitch backshots (Backshots)
Niggas better run soon as they hear the strap pop (Brrt)
Put a new beam on my chop like it's Black Ops (Bow)
Swipin' these cards everyday, a nigga can't stop
Wait 'til this tape drop
Pourin' up straight drop
Got a Gucci headband on like AI
I just popped ten Percs and I ain't high (Damn)

[Verse 1]
I just met up with my plug just to buy a new handgun (What up?)
Drove two hours, bought a burnout Samsung
And I bought some gift cards
And I bought a TV
Tired of my bitch, keep sayin' she wanna leave me (Bitch)
I ain't never going broke again like 3Three (3Three)
And the feds just dropped my case for identity theft
Too busy gettin' money, I ain't tryna have sex
Too busy gettin' money, I ain't gotta get a job
Do the dash on the cops, turn my shit on sports mode (Skrrt)
Got a text from the plug sayin', ""Send a big load""
Up need a few pots, he whippin' on a big stove (Stove)
Gotta stash all the shit when a nigga hit the road (Road)
Cause the shit gon' get sold
Couple bitch niggas told
Couple bitch niggas snitched
I'm just tryna get rich
Why your ho around me? Nigga, grab your bitch
Think they tryna set the plan, I'm 'bout to grab my stick (Damn)
[Chorus]
Brought my reader and my writer on the road with me
Yesterday I bought a brand new strap and it hold fifty
Nigga try to take something, I'ma give his ass the whole 50
A nigga's bitch just called my phone like, ""Baby, can I hold fifty?"" (Hello?)
Run this shit up on my own, you niggas wasn't on the road with me
Street nigga made a half a million off a laptop (Laptop)
Beat my uncle ass 'cause I caught him smokin' crack rocks (Damn)
Gave your bitch backshots
Niggas better soon as they hear the strap pop
Put a new beam on my chop like it's Black Ops (Bow)
Swipin' these cards everyday, a nigga can't stop
Wait 'til this tape drop
Pourin' up straight drop
Got a Gucci headband on like AI
I just popped ten Percs and I ain't high (Damn)

[Verse 2]
Got a couple hologram scannable IDs
Get a VPN just to switch my IP
And I get half off with IKEA
I'm so blowed, boy, I can't see ya
And I feel just like John Cena
Your bitch asked could she hit my reefer
Got to Kony, get a pita
Fake ID, my name is Peter
Your bitch a fuckin' leecher
[Chorus]
Brought my reader and my writer on the road with me (Road with me)
Yesterday I bought a brand new strap and it hold fifty
Nigga try to take something, I'ma give his ass the whole 50 (Brrt)
A nigga's bitch just called my phone like, ""Baby, can I hold fifty?""
Run this shit up on my own, you niggas wasn't on the road with me
Street nigga made a half a million off a laptop
Beat my uncle ass 'cause I caught him smokin' crack rocks (Crack rocks)
Gave your bitch backshots (Backshots)
Niggas better soon as they hear the strap pop (Brrt)
Put a new beam on my chop like it's Black Ops (Bow)
Swipin' these cards everyday, a nigga can't stop
Wait 'til this tape drop
Pourin' up straight drop
Got a Gucci headband on like AI
I just popped ten Percs and I ain't high (Damn)","rap","Reader  Writer","2024-07-27T17:45:46.156723Z","0.7","-0.1",2019

