title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Reflection,pop,Lil Animus,2011,119,{},"Verse
Self esteem as low as submarines
Hurting one's own self, just to feel supreme
Trying to look like stars on the movie screens
Always working out, all the dieting
Why, do you try to fit in?

Which outfit do you like best on me?
Do you think this makes me look too big?
O M G, my hair is paper thin
I think I may need extensions
Why, do I try to fit in?
Bridge
But…who am I to say I'm not good enough?
Like trying to add color to the Mona Lisa
You're the painter, I am just the picture, I'm just the picture
So please forgive me, wasn't thinking clearly. So…
Chorus
I've got to, I've got to be me
I must admit it's not easy to see what You see
Help me see, what You see every time You look at me
Every time You look at me
Verse
Living up to people's expectations
Must be prim and proper in front of them
Blinded by the labels they put on me
Can't see my unique identity
Is this really necessary?

Gravity is not a friend to me
Downhill slopes, stalking calamity
Known from cutting, drinking, drugs and depression
Masking pain, lost in frustration
How can I feel again?
Bridge
But…who am I to say I'm not good enough?
Like trying to change the chorus in a rock monologue
But You're the conductor in this orchestra, in this orchestra
So please forgive me, wasn't thinking clearly. So…
Chorus
(Pause)
Chorus x2
(Talking) So You like me like I am? That's really tight. So I don't have to look like that or act like that? So just be me….thanks!",1711695,en,en,en
The Chosen Ones,pop,Hasse Froberg And Musical Companion,2015,9,{},"We put a man on the moon
We've climbed the highest mountain
Yet it can't be too soon, go faster, I'm counting
Today too much is not enough, food and luxury
When will we come to our senses, get back our dignity

(As) I'm looking out of the window
I see people passing by
Looks like they're always in a hurry
I hope they have a reason why

Today... Fade to grey... Is the hardest thing...
When all of us want to shine

We are all what we are
We are all nothing but stars
We are all the chosen ones

People being famous for doing “nothing”, 15 minutes in the light
It doesn't matter what it takes, doesn't have to feel all right
Being one in the crow, the hardest punishment of all
Six months is what they'll give you, then you're bound to fall
We are all what we are
We are all nothing but stars
We are all the chosen ones

We are all what we are
We are all nothing but stars
We are all the chosen ones",1793654,en,en,en
No Good,pop,Perfume Genius,2014,8745,{},"There's no gentle way
There's no safe place
For the heart to hang
When the body's no good

Am I meant to fray the edge?
On the outside looking in
All used up
But never used enough

To me love was always a hidden thing
Stolen moment at a time
A feeling only held for a little while
And then ripped from your arms
Like a child

I carry their names
The secret shapes
An aching braid
Around my heart
Traced in the park
An outline in chalk
Where I took his hand in mine
For a little while, everything was alright",525580,en,en,en
I Need More Time,pop,LoganPlayz,2018,4,{},"[Verse 1]
I still listen for you
When you get it on
'Cause your might is waking up

[Pre-Chorus]
Anytime I see you, I can say you wanted me
And if you didn't know anything
I guess

[Chorus]
I need more time for you
I need more time for anyone
I need more time

[Post-Chorus]
Ooh, ooh, oh-oh-oh
Ooh, ooh, oh-oh-oh

[Verse 2]
Take it on, I need to know
What you wanted for me
What did you want?
What did you need?
[Pre-Chorus]
Anytime I see you, I can say you wanted me
And if you didn't know anything
I guess

[Chorus]
I need more time for you
I need more time for anyone
I need more time

[Post-Chorus]
Ooh, ooh, oh-oh-oh
Ooh, ooh, oh-oh-oh

[Bridge]
Every time I see delight for me
'Cause all of the I need

[Pre-Chorus]
Anytime I see you, I can say you wanted me
And if you didn't know anything
I guess

[Chorus]
I need more time for you
I need more time for anyone
I need more time
[Post-Chorus]
Ooh, ooh, oh-oh-oh
Ooh, ooh, oh-oh-oh",6985556,en,en,en
Morning star,pop,Jimi Hunydread,2020,6,{},"[Chorus]
Baby you are my sunshine yeah
We can go out if you don't mind yeah
Baby you are my sunshine yeah
We can go out if you don't mind yeah
Girl you shine so bright like a morning star
L jus' wanna take you out let us go far
Bright like a morning star
L jus' wanna take you out let us go far

[Verse]
Yeah
Come with me chick
Yeah we go rock all the streets
Yeah you gon' ball wi'de prince
Couple of drinks,three starred black with a tint
Kick start no push for the trip
You cover the seat
Hips ga'tchu cover the seat
You by my side l'm complete
Roll up some weed
Is that your face on zip?
Yeah we gon' roll over sheets
After the beach
Ey you pointin' north with your tits
You fine like instagram pic
L gat a little surprise
Hope you won't fly to the sky
Wan'tchu to ride through the night
L'm goin' back seat,come take this ride
Lets go far away
Ain't in a hurry it's a Saturday
Show me the other way
Welcome to love affair
,welcome to love affair
Show me the other way
[Chorus]
Baby you are my sunshine yeah
We can go out if you don't mind yeah
Girl you shine so bright like a morning star
L jus' wanna take you out let us go far
Girl you shine so bright like a morning star
L jus' wanna take you out let us go far
Baby you are my sunshine yeah
We can go out if you don't mind yeah
Baby you are my sunshine yeah
We can go out if you don't mind yeah",5766368,en,en,en
Damage Is Done,pop,Wet,2015,246,{},"The gaps are bigger now than ever before
The pace is up more is craving
Much more
Says it's alright its business as usual
When the trees are gone and rives
Are dead
And the billions crying out to be fed
Then it's too late to tell them we're sorry
This is my belief
You are just like me
When we're cut w bleed
We burn every bridge one by one
Nver look back just march on
What have we won
The damage is done
Every stp we take is painted in blood
Running down from our hearts like a flood
What would love do and
Where would it lead us
The wheels been spinning round
For so many years
Still we're walking down the trail of tears
All the races are walking together
This is my belief
You are just like me
When we're cut we bleed
[ Chorus ]",1227000,en,en,en
She Left,pop,C-Tec,2000,159,{},"She went like that
She went without a word
The rant inside is beating me slowly

She left, I don't know why she went
Without a word
What could I do
The sun won't shine no more
Won't shine, not anymore
Not anymore

I thought this could not happen
I was so assured to be
Should be immune
I know it's not like you say
The heart that broke in May
Won't mend in June

The wound is too large, too deep
My nights bring me no sleep
My days are slow
I know my life ain't over
I know I will recover
I'll be fine soon
I'm about to beg her to come back
She would be too glad to see me cry
My life is low
I don't care who she might be with today
I guess I had to lose her anyway

I'll be fine soon
I'm fine about her new life
I don't wanna waste success tonight
My days are slow

I know my life ain't over
I know I will recover
I'll be fine soon

I'll be fine soon",1749266,en,en,en
Violence Rezz Remix,pop,Grimes & i_o,2021,1184,{},"[Intro]
Violence, violence
Baby, it's violence
But you can't see what I see
You can't see what I see
'Cause you, ah, ah, you feed off hurting me
Off hurting me

[Chorus]
I'm, like, begging for it, baby
Makes you wanna party, wanna wake up
Baby, it's violence, violence
Baby, it's violence
But you can't see what I see
You can't see what I see
'Cause you, ah, ah, you feed off hurting me
Off hurting me

[Drop]
And I like it like that
Ah
You wanna make me bad
And I like it like that
[Chorus]
I'm, like, begging for it, baby
Makes you wanna party, wanna wake up
Baby, it's violence, violence
Baby, it's violence
But you can't see what I see
You can't see what I see
'Cause you, ah, ah, you feed off hurting me
Off hurting me, ah

[Pre-Drop]
You wanna make mе bad, make me bad
And I like it likе that, and I like it like that
You wanna make me bad? Pay me back
Said I like it like that, said I like it like that

[Drop]
Said I like it like
Ah
You wanna make me bad
You wanna make me bad? Pay me back
Said I like it like that, said I like it like that",6320196,en,en,en
Bob Dylans 115th Dream,pop,Asobi Seksu,2010,269,{},"I was riding on the Mayflower when I thought I spied some land
I yelled for Captain Arab I have you understand
Who came running to the deck, said, ""Boys, forget the whale
Look on over yonder, cut the engines, change the sail
Haul on the bowline,"" we sang that melody
Like all tough sailors do when they are far away at sea

""I think I'll call it America,"" I said as we hit land
I took a deep breath, I fell down, I could not stand
Captain Arab, he started writing up some deeds
He said, ""Let's set up a fort and start buying the place with beads""
Just then this cop comes down the street, crazy as a loon
He throws us all in jail for carrying harpoons

Ah, me, I busted out, don't even ask me how
I went to get some help, I walked by a Guernsey cow
Who directed me down to the Bowery slums
Where people carried signs around saying, ""Ban the bums""
I jumped right into line, saying, ""I hope that I'm not late""
When I realized I hadn't eaten for five days straight
Now, I didn't mean to be nosy, but I went into a bank
To get some bail for Arab and all the boys back in the tank
They asked me for some collateral, and I pulled down my pants
They threw me in the alley when up comes this girl from France
Who invited me to her house. I went, but she had a friend
Who knocked me out and robbed my boots and I was on the street again

Well, by this time I was fed up at trying to make a stab
At bringing back any help for my friends and Captain Arab
I decided to flip a coin, like either heads or tails
Would let me know if I should go back to ship or back to jail
So I hocked my sailor suit and I got a coin to flip
It came up tails, it rhymed with sails, so I made it back to ship

Well, I got back and took the parking ticket off the mast
I was ripping it to shreds when this Coast Guard boat went past
They asked me my name, and I said, ""Captain Kidd""
They believed me, but they wanted to know what exactly that I did
I said for the Pope of Eruke I was employed
They let me go right away, they were very paranoid",1628122,en,en,en
Flowers of Youth,pop,Cynthia Alexander,2015,172,{},"The Flowers of Youth
Are growing brown
Around your garden
The leaves fall and the buds
Grow tight, no longer unfold
Bridges lose their
Bearings and rivers
Catch them falling
The splintered wood float
Like so many boats drifting

Things decay, strength is
Forgotten in the face of weakness
Loneliness conquers even the
Memory of
Brighter hours
Soon your face will be a small
Photograph almost like a stamp
On a very important letter

That I mailed to someone very far away",780627,en,en,en
Special,pop,Disally,2018,13,"{""Jaemo Banton""}","[Intro: Jaemo Banton]
Yea yea
You, Jaemo Banton
You my everything
You my energy
Sally pon the thing yea
Ahn ahn ahn

[Chorus: Jaemo Banton]
Baby girl you look so special
Just the way you are
Baby girl you look so special
Want  to love you now
Make you rolli rolli that hips oh
Wey GOD e give you ah
Baby girl you give me no option
Than to love you now
Ahhhnnnn
Girl me love you like that
Let me love you now
Girl mi love you like that
Let me love you now
Girl me love you like that
Let me love you now
Girl mi love you like that
Let me love you now
[Verse: Jaemo Banton]
Wake up in the morning
Mi want to see your pretty face
When I wake up in the morning
Oh oh oh
How do you want it
So make we turn off the light
Make I work on your body

This life girl na give and take
If you no give me girl i no go take
And if you  give me girl you no go regret
I go give you everything were I get
Mi want you
I know you want me
So make I give you something to hold on to
Your body ahn ahn

[Chorus: Jaemo Banton]
Baby girl you look so special
Just the way you are
Baby girl you look so special
Want  to love you now
Make you rolli rolli that hips oh wey GOD give you ahhhh
Baby girl you give me no option
Than to love you now
Ahhhnnnn
Girl me love you like that
Let me love you now
Girl mi love you like that
Let me love you now
Girl me love you like that
Let me love you now
Girl mi love you like that
Let me love you now
[Bridge: Jaemo Banton]
So let me love you now love you now girl
Treat you right treat you right girl
So let me love you now love you now girl
Treat you right treat you right girl

[Disally]
Girl you know say
This life girl na
If you no give me girl ah
Wine for me girl
Hey, hey

[Chorus: Jaemo Banton]
Baby girl you look so special
Just the way you are
Baby girl you look so special
Want  to love you now
Make you rolli rolli that hips oh wey GOD give you ahhhh
Baby girl you give me no option
Than to love you now
Ahhhnnnn
Girl me love you like that
Let me love you now
Girl mi love you like that
Let me love you now
Girl me love you like that
Let me love you now
Girl mi love you like that
Let me love you now",4132110,en,en,en
If You Ask Me I Wont Say No,pop,Pete Shelley,1983,584,{},"I can't sleep my dreams are dreamless
Something's going on between us
I'm too nervous though to make the first move
All I need is your attention
Love's so very hard to mention
Especially when we're just supposed to be friends
You look to me like you've got all the answers
Here's something else you should know
If you ask me I won't say no
If you ask me I won't say no

Small talk always sounds familiar
If I make a pass won't you will you
I couldn't stand to have to start over again
I react to your reaction
I'm attracted by your attraction
Can't see why we cannot be lovers as friends
I'm not saying that I've got all the answers
But I can tell you this though
If you ask me I won't say no
If you ask me I won't say no
I'm not being backward coming forward
Just sideway's my style
Instead of me just inching closer
Won't you give me a sign

The cause of my misaprehension's
My deep seated fear of rejection
Help me to express the affection I feel

I'm not being backward coming forward
Just sideway's my style
Instead of me just inching closer
Won't you give me a sign

And what's the point in me pretending
That I don't mind
You need only to ask me the question
And I'll be by your side
If you ask me I won't say no
If you ask me I won't say no
If you ask me I won't say no
If you ask me I won't say no",1744698,en,en,en
Awaken The Monster,pop,Gaia Epicus,2007,48,{},"I'm the ice man
I am the assassin
I'm just a killer that kills for fun
He had a though childhood
He never knew love
Should we forgive him? Feel sorry for him? No!
Awaken The Monster
It never ever sleeps
It's waiting for the next victim
The hunger never stops
I kill for no reason
Look at me the wrong way
And you will die a slow and painful death",1242854,en,en,en
You Look Rly Cute,pop,awfultune,2019,3206,{​awfultune},"[Intro]
You look rly cute ah ah ah
You look rly cute ah ah ah

[Verse 1]
Go for walks at midnight
You look rly cute in the moonlight
Can I get a photo of you
Before this night has to go?

[Verse 2]
I've grown so much and I still am
And when it's cold you can take my hand
Oh man, this feels kinda crazy
But let's go

[Chorus]
I might of been there
But you can take me again
I really like the way your red hair blows in the wind
And I'm so scared but it can't shake me
Our energies are taking us somewhere
I've never been
I've never been there
[Outro]
And you look rly cute ah ah ah
Yeah you look rly cute ah ah ah",4554612,en,en,en
Evils On Top In The World,pop,Ten,2004,51,{},"She's the victim, she's a giver not a taker
She was sheltered from the world outside
She grew up thinking love conquers all in the end

Back in the city there's a man on the loose
He holds a gun
And their time lines are synchronised
Lying in the dark
He's the fire, she's the spark tonight

Hold on, there's some bad blood coming
It's from the darkside, blackened with pain
Hold on now there's no point running
It's got your hands tied
Evil's on top of the world

She's a vixen, she's a crime against the nation
She's a devil in an angels guise
She's number one and to hell with the feelings of friends

Back to the city and the man couldn't choose
A coin is tossed As their lives slide and co-inside
Fires to the heart, Tears another world apart tonight
Hold on, there's some bad blood coming
It's from the darkside, blackened with pain
Hold on now there's no point running
It's got your hands tied
Evil's on top of the world

She's the victim, she's a giver not a taker
She was sheltered from the world outside
She grew up thinking love conquers all in the end

Back in the city there's a man on the loose
He holds a gun
And their time lines are synchronised
Lying in the dark
He's the fire, she's the spark tonight

Hold on, there's some bad blood coming
It's from the darkside, blackened with pain
Hold on now there's no point running
It's got your hands tied
Evil's on top of the world

Hold on, there's some bad blood coming
It's from the darkside, blackened with pain
Hold on now there's no point running
It's got your hands tied
Evil's on top of the world
Evil's on top of the world
Top of the world
Evil's on top of the world
Top of the world",962319,en,en,en
Raveshing Chaos,pop,Houwitser,1999,17,{},"Ravishing chaos -rambling terror -Twisting tirany -natures carnage -
Ravishing chaos -raging tornado -a hurricane is coming
It manifest in chaos -destroying all in it's path -this pulverizing
Chaos -a natural merouder -annihilating cyclone -
Pillage & plunder all in it's path -destructive rampageous beast -
In the grip of a hellish storm -demolition crumbles the earth - xx
Leaving a trail of death -all beat up and torn-natures violent rage -
The unstoppable force -",1313757,en,en,en
New York New York II,pop,Glassio,2018,336,{},"[Verse 1]
Living in the heart of a broken city
I could be anything I wanted to be
You know I coulda shook this town
The way they always said I used to?
And I could be everything that I thought I would see

[Chorus]
I wanted to be a part
I wanted to be a part of it in New York
And live in New York
I wanted to be a part
I wanted to be a part of it in The New York
In New York

[Verse 2]
Living in the mind of a broken human
I could see everything I wanted to be
You know I coulda shook this town
The way they always said I used to?
What happened to everything that they said I would see?
[Chorus]
I wanted to be a part
I wanted to be a part of it in New York
And live in New York
I wanted to be a part
I wanted to be a part of it in The New York
In New York

[Bridge]
One shot till the moment dies
Baby, I'm a heart that can last forever
Won't stop till I'm the rise
Baby, I'm a new born shot forever
One shot till the moment dies
Baby, I'm a heart that can last forever
Won't stop till I'm the rise
Baby, I'm a new born shot forever

[Chorus]
I thought I could be a part
I thought I could be a part
I thought I could be a part
I thought I could be a part
I thought I could be a part
I thought I could be a part
I thought I could be a part
I thought I could be a part
I thought I could be a part
I thought I could be a part of it in The New York
Oh, New York

One shot till the moment dies
Baby, I'm a heart that can last forever
Won't stop till I'm the rise
Baby, I'm a new born shot forever",3799843,en,en,en
Chief of Sinners,pop,Second Thief,2015,50,{},"I am the speaker of all witchcraft
And I am the chief of all sinners
And I have made my home in the gate of Gomorrah
And I have made my bed in hell

MADE MY BED IN HELL

My sin outweighs the earth and all the sun moon and stars
My sin outweighs the earth and all the demons in hell
My sin outweighs the earth and the guilt of Judas Iscariot
My sin outweighs the earth and all the demons and hell and the sinners that have been cast down

But You still sent Your Son for me
And You still let Him die for me
And You still want to use me
But what place is there left for me?

And despite my evil past You still want to use me
And no matter where I go even there Your with me
And Father I am ready to give you my heart
FATHER I GIVE YOU MY HEART!",1191762,en,en,en
Hospital Cover,pop,Cavetown,2014,421,{},"[Verse 1]
I left my jacket in the hospital
The doctors yelled at me when I ran back inside
They said you're not supposed to be here, can you leave?
I saw a milkman who was dying, I started to think

[Chorus]
How could I have known
That that would be the last time that I would see you?

[Verse 2]
You're looking at the kitchen
Staring at the clock
And time won't seem to move
And you don't want to talk
Do you wish that things would move along?
You know that they won't
You know that there aren't
You could have changed
They gave you the choice
With a knife in your hands
And a quiver in your voice
You should've turned the door into the hall
And gloved your scars",5405639,en,en,en
You Do Something To Me,pop,Doris Day,1957,213,{},"You do something to me
Something that simply mystifies me
Tell me, why should it be
You have the power to hypnotize me

Let me live 'neath your spell
You do that voodoo that you do so well

For you do something to me
That nobody else could do

Let me live 'neath your spell
You do that voodoo that you do so well

For you do something to me
That nobody else could do

That nobody else could do",1323154,en,en,en
Whos Fooling Who,pop,Jakko Jakszyk,1984,11,{},"(Who's fooling who?)
(I'm fooling you)
(Who's fooling who?)

(Who's fooling who?)
(I'm fooling you)
(Who's fooling who?)
Who's fooling who?

They stay in each evening
They don't talk much anymore
I sometimes catch her gazing at him
As she wonders what she saw

It seems hard to remember
But they were young once and in love
When bodies suit each other
Now the hand won't fit the glove

Oh no, they don't know what love is anymore
One day it just walked right of the door
Out of the blue
Oh no, do we know what love is anymore
Tell me did we evеr know for sure
I thought it was you
Who's fooling who?

She came homе one evening
To find a note taped to the door
Which she didn't bother reading
She'd read them all before

Closed the door behind her
And waited for the phone to ring
She didn't feel like crying
She doesn't feel a thing

Oh no, they don't know what love is anymore
One day it just walked right of the door
Out of the blue

Oh no, do we know what love is anymore
Tell me did we ever know for sure
I thought it was you
Who's fooling who?

I'm fooling you
I'm telling you
Oh no, they don't know what love is anymore
One day it just walked right of the door
Out of the blue

Oh, tell me now what love is anymore
Tell me did we ever know for sure
I thought it was you
Who's fooling who?

Oh, they don't know what love is anymore
One day it just walked right of the door
Out of the blue

Oh, tell me now what love is anymore
Tell me did we ever know for sure
Who's fooling who?",6092882,en,en,en
Happy Xmas War Is Over,pop,Damian McGinty,2016,121,{},"So this is Christmas
And what have you done
Another year over
And a new one just begun
And so this is Christmas
I hope you have fun
The near and the dear ones
The old and the young

A very Merry Christmas
And a happy New Year
Let's hope it's a good one
Without any fear

And so this is Christmas
For weak and for strong
The rich and the poor ones
The road is so long
And so happy Christmas
For black and for whites
For the yellow and red ones
Let's stop all the fights
A very Merry Christmas
And a happy New Year
Let's hope it's a good one
Without any fear

And so this is Christmas (war is over)
And what have we done (if you want it)
Another year over (war is over)
A new one just begun (now)
And so happy Christmas (war is over)
We hope you have fun (if you want it)
The near and the dear ones (war is over)
The old and the young (now)

A very Merry Christmas
And a happy New Year
Let's hope it's a good one
Without any fear

So this is Xmas
And what have you done
Another year over
And a new one just begun
And so this is Xmas
I hope you have fun
The near and the dear one
The old and the young
A very Merry Xmas
And a happy New Year
Let's hope it's a good one
Without any fear

And so this is Xmas (war is over)
For weak and for strong (if you want it)
For rich and the poor ones (war is over)
The world is so wrong (if you want it)
And so happy Xmas (war is over)
For black and for white (if you want it)
For yellow and red ones (war is over)
Let's stop all the fight (now)

A very Merry Xmas
And a happy New Year
Let's hope it's a good one
Without any fear

And so this is Xmas (war is over)
And what have we done (if you want it)
Another year over (war is over)
A new one just begun (if you want it)
And so happy Xmas (war is over)
We hope you have fun (if you want it)
The near and the dear one (war is over)
The old and the young (now)
A very Merry Xmas
And a happy New Year
Let's hope it's a good one
Without any fear

War is over, if you want it
War is over, now
War is over, if you want it
War is over, now

A very Merry Christmas
And a happy New Year
Let's hope it's a good one
Without any fear

War is over, if you want it
War is over, now
War is over, if you want it
War is over, now

Happy Christmas!",2885045,en,en,en
Who I Am,pop,Leif Bent,2018,18,{},"Verse 1:
I've been around for a long time
My little brother by my side
And I've been searching for a moment alone
To find the real me

I've never roamed the streets alone
Always a friend where I could hide
But who am I to never reach for an answer
So here I am out there tonight

Chorus:
So am I alone
Away from my home
I've travelled so far
Doesn't leave me unscared
Now I know who I am

Verse 2:
I've gone through bad, I’ve done it wrong
With no one there to hold me tight
But who am I to not get up when I fall
Trying to change things make ‘em right
Chorus:
So am I alone
Away from my home
I've travelled so far
Doesn't leave me unscared
Now I know who I am

Bridge:
But deep down inside I'm numb and blind
So come hold my hand and pull me close aside - and guide me to the light
So I'm not alone...

Chorus:
So am I alone
Away from my home
I've travelled so far
Doesn't leave me unscared
Now I know who I am",4642318,en,en,en
The Epitaph,pop,Ethel Cain,2018,160,{},"God loves you
God loves you
God loves you
God loves you
God loves you
God loves you
God loves

I’m his tired pariah
I’m so sick of it
I have no more feeling
In these limbs of mine

Sought out in my bed
Wrought out til I’m dead
I’m all for you
To use and use

I’m the epitome
Of sodom and abuse
See my eyes
Stare into my soul
Give me what you’re giving up
Diamonds out of coal

Once they crucify your son
I’ll be in control

I won’t help him
I won’t stop
They’ll worship me forever
Whether you like it or not

They’ll forget your name and call me God

God loves you
God loves you
God loves you
God loves you
God loves you
God doesn’t love you anymore",3885606,en,en,en
Did My Time Live at CBGB,pop,Korn,2006,184,{},"Realized I can never win
Sometimes feel like I have failed
Inside where do I begin?
My mind is laughing at me
Tell me, why am I to blame?
Aren't we supposed to be the same?
That's why I will never tame
This thing that's burning in me
I am the one who chose my path
I am the one who couldn't last
I feel the life pulled from me
I feel the anger changing me
Sometimes I can never tell
If I got something after me
That's why I just beg and plead
For this curse to leave me
Tell me, why am I to blame?
Aren't we supposed to be the same?
That's why I can never tame
This thing that's burning in me
I am the one who chose my path
I am the one who couldn't last
I feel the life pulled from me
I feel the anger changing me
Betrayed, I feel so enslaved
I really tried, I did my time
I did my time, I did my time
I did my time, I did my time
I am the one who chose my path
I am the one who couldn't last
I feel the life pulled from me
I feel the anger changing me
Oh God, the anger's changing me
Oh God, the anger's changing me",1941431,en,en,en
Were All Theme Parks,pop,Team Goldie,2008,0,{},"[Verse 1]
""Wake up at four, clear your head, pull yourself off the floor""
Are the things that I am telling myself
As I'm preparing to start selling myself
Pack my bag, grab my keys and spill out to the street
It's time to go to work
The DJ starts to play my song as I'm mouthing the words and adjusting my skirt
And don't you know the very second that I hear my name
I'm owning the stage and taking my place among the royalty

[Pre-Chorus]
The kings and queens of dirty luxury
They sing

[Chorus]
You're not getting paid yet, professional trainwreck
Dance for the dollars 'cause you know you deserve them
(Dance for the dollars 'cause you know you deserve them)
Better use your paycheck, professional trainwreck
To buy your way out of this town before it eats you alive
(To buy your way out of this town before it eats you alive)
[Verse 2]
Call me confetti, I'm a beautiful mess
But don't you know the lights keep calling me, calling me, calling me
Call me an accident, you know I'm a wreck
But that doesn't seem to be stopping me, stopping me, no
I am oh oh so, a-whoa oh
Sorry, won't fuck you, not in bed or in business
I'm sure that you already know
Soon as I get you I'll fall out of love with this

[Pre-Chorus]
And each and every
King and queen will sing

[Chorus]
You're not getting paid yet, professional trainwreck
Dance for the dollars 'cause you know you deserve them
(Dance for the dollars 'cause you know you deserve them)
Better use your paycheck, professional trainwreck
To buy your way out of this town before it eats you alive
(To buy your way out of this town before it eats you alive)

[Chorus]
You're not getting paid yet, professional trainwreck
Dance for the dollars 'cause you know you deserve them
Better use your paycheck, professional trainwreck
To buy your way out of this town before it eats you alive
(To buy your way out of this town before it eats you alive)
You're not getting paid yet, professional trainwreck
Dance for the dollars 'cause you know you deserve them
(Dance for the dollars 'cause you know you deserve them)
Better use your paycheck, professional trainwreck
To buy your way out of this town before it eats you alive
(To buy your way out of this town before it eats you alive)
You alive",6523185,en,en,en
California,pop,Anthony Russo,2017,37358,{},"[Verse 1]
I've been waiting all week
Take me anywhere you wanna
Tell me where to go cause I'm new to California
I can bring a pack since she don't know how to roll up
Talk about your culture, I'm trying to get to know you, come on
Pull off to the side and we can walk, walk, walk
Emptyin' a bottle while we talk, talk, talk
Now I got you open speaking soft, soft, soft
What took you so long?

[Chorus]
You don't have to run away with me
I'm not asking you to change a thing
I'm just trying to catch a wave with you
Before we get in way too deep

[Verse 2]
There's a rezi up delilahs cause it's just around the corner
Dressed up how you want girl, you know it's California
Are you really quiet or just don't know what to order?
I'm not tryna press, I'm just tryna get to know you
And if you holding on, maybe you should let it go
And if you borderline, I'll get you a passport
Baby if you think less, maybe you would laugh more
Mix it with the juice, like, ou, that's what that's for
If private on La Jolla we can walk, walk, walk
Now all that you wanna do is talk, talk, talk
Grabbing on my belt like how you get this off?
What took you so long?
[Chorus]
You don't have to run away with me
I'm not asking you to change a thing
I'm just trying to catch a wave with you
Before we get in way too deep
You don't have to run away with me
I'm not asking you to change a thing
I'm just trying to catch a wave with you
Before we get in way too deep

[Bridge]
It's a wrap when I hit you with the wordplay
Laying out, staying up till the birds sing
Don't feel bad that you did it on the first date
You'd regret it if you didn't in the first place

[Chorus]
You don't have to run away with me
I'm not asking you to change a thing
I'm just trying to catch a wave with you
Before we get in way too deep
You don't have to run away with me
I'm not asking you to change a thing
I'm just trying to catch a wave with you
Before we get in way too deep
[Outro]
You don't have to run away with me, me
I'm not asking you to change a thing
I'm just trying, trying wave with you, you
Before we get in way too deep
You don't have to run away with me
I'm not asking you to change",3200746,en,en,en
With You,pop,Rosel Pomaney,2018,27,{},"Every every morning
Every every hour yeah
Every every minute
Boy with you is where I’ll be
People can say whatever
They can think whatever yeah
Doesn’t really count much cause baby with you is where I’ll be

Ewei nye nye tsijaja
(uuh I’ll go anywhere with you, with you, with you)
Ewei nye nye ndokutso
(uuh I’ll go anywhere with you, with you, with you)

Yea I’ll go away with you
Oh we’ll sail around the world
Crossed the oceans crossed the sea
Uh just take me anywhere
Yeah this world’s a crazy place
But with you Im at my best

Oh nye lorlor
Cause with you is where I’ll wanna be
Ewei nye nye tsijaja
(uuh I’ll go anywhere with you, with you, with you)
Ewei nye nye ndokutso
(uuh I’ll go anywhere with you, with you, with you)

I just want to see you
Everytime the sun rise
Be with you where you are my baby

Ewei nye nye tsijaja
(uuh I’ll go away with you, with you, with you)
Ewei nye nye ndokutso
(uuh I’ll go away with you, with you, with you)",4179179,en,en,en
Ray of Sunshine,pop,Lucinnio,2013,37,{},"[Keyboard intro]

[Verse]
No matter what you do, and how hard will you try
There will be clouds in the sky
It depends on your will, and the chance you give time
To see the ray of sunshine

[Pre-Chorus]
You know the sun will always shine
The clouds cannot stay in its way forever

[Chorus]
No matter how dark the sky
No matter how cold outside
There will always be sunshine
No matter how dark the sky
No matter how cold outside
There will always be sunshine
There will always be sunshine
[Bridge]
It's a ray of sunshine
And that gives us hope, and that gives us hope
Forever, forever, you will see

[Keyboard interlude]

[Chorus]
No matter how dark the sky
No matter how cold outside
There will always be sunshine
No matter how dark the sky
No matter how cold outside
There will always be sunshine
There will always be sunshine

[Keyboard outro]",4155224,en,en,en
Return of the Roughnecks,pop,The Chameleons,1985,2021,{},"Up and down, these days are up and down
They call it elevated living
A faster future for a faster breed
Unforgiving, unfulfilling
The spirit's willing but the mind is weak
I had an empty education
I want to speak but when I try to speak
It doesn't help the situation

And some, they fly while others fall
And some, they walk while others crawl
It stops them feeling small, that's all

Shake your hand, they'll always shake your hand
Without a moment's hesitation
Burning bridges and the snapping strands
That support a generation
You want to climb but when you try to climb
You see the ladder getting shorter
You want to drink but when you try to drink
There's someone pissing in the water
The soul is something they can buy
""So softly, softly step inside""
Says the spider to the fly, nice try

And every day you're crucified
If you can't look them in the eye
Smile and wave goodbye, nice try
Nice try

Vices embraced in times of crisis
Sweet vices embraced in times of crises
That's all
That's all
That's all",1004437,en,en,en
