index,title,tag,artist,year,x_coordinate,y_coordinate
915,The Life feat. Hussein Fatal Caddillac Tah  James Gotti,pop,Ja Rule,2015,0.7,0.85
916,Spin The Record,pop,Melodi Brown,2002,0.7,0.85
917,Not A Love Song,pop,Ida Corr,2017,-0.3,-0.7
918,The Greatest RedTop Remix,pop,Michelle Williams,2008,0.85,0.2
919,Im Yours,pop,Acoustic Sound Section,2015,0.85,-0.2
920,Come on Baby,pop,Jimmy Reed,2015,0.7,0.85
921,Summer Days in Bloom,pop,Maximilian Hecker,2007,-0.8,-0.3
922,SOMEDAY,pop,YOG$,2021,-0.7,-0.3
923,Thank You for All Your Loving,pop,Elton John,1968,0.85,-0.15
924,Explain,pop,Adi Lukovac & Ornamenti,2015,-0.8,-0.3
925,Remedy,pop,NBT CLEVER,2021,0.6,-0.35
926,Oh My Goodness,pop,The Lynns,1998,0.65,0.55
927,Never To Fall,pop,Svartahrid,2000,-0.4,0.65
928,Wanna Go,pop,push baby,2020,-0.3,-0.7
929,Testament,pop,MRM (UK),2020,-0.8,-0.3
930,Climbing,pop,Naomi Cowan,2020,0.7,0.85
931,To Be Loved Schillerschule Remix,pop,Whitney Tai,2015,-0.7,0.55
932,Too Late,pop,Aston Merrygold,2016,-0.7,-0.3
933,Gardens,pop,Tidus Duffer,2019,0.6,-0.35
934,Puttin in Work,pop,Bone Crusher,2003,0.7,0.85
935,No Child Left Behind,pop,Adolescents,2011,-0.6,0.45
936,Dont Believe the Good News,pop,Archers of Loaf,1995,-0.8,-0.5
937,Mercy,pop,Sarah McLachlan,1991,-0.7,-0.3
938,I Need You So,pop,LSU,1989,0.75,-0.5
939,Drugs N alcohol URLUVISLIKADRUG,pop,ATRA$HAD,2021,0.65,0.55
940,Not Gonna Bow,pop,Russ Taff,1985,0.7,0.85
941,Beautiful,pop,KIDZ BOP Kids,2003,-0.3,-0.7
942,True Love Will Find You In The End Cover,pop,Fond Memory Vacation,2021,0.6,-0.35
943,Valerie,pop,Vaughan Penn,2015,-0.8,-0.3
944,You are the reason,pop,CAPSULE,2007,0.6,-0.35
945,Put Me in the Picture,pop,Jump5,2002,0.19,1
946,Love by Way of Hollywood,pop,From Aphony,2005,-0.75,-0.1
947,Always Been Mine,pop,"Love, Alexa",2021,0.7,0.85
948,Take Off Ur Pants,pop,Indigo De Souza,2018,-0.7,0.3
949,Lost,pop,Aesthetic Pleasure,2018,0.7,0.85
950,Love You Now Love You Later,pop,Ben Kessler,2021,-0.3,-0.7
951,Mr Speaker Gets The World,pop,Madness,2015,0.7,0.85
952,Catherine Wheel,pop,Wild Beasts,2011,-0.8,-0.5
953,Mayday,pop,JP Thornewell,2018,-0.75,-0.1
954,Brand New,pop,Kim Sturre,2019,-0.4,0.65
955,Nobodys Fault But Mine,pop,Tom Jones,2010,-0.7,-0.3
956,The Watermark High,pop,Elliott,1998,-0.8,-0.3
957,Damned If I Do Ya Damned If I Dont Live From MTV Unplugged,pop,All Time Low,2010,-0.7,0.55
958,Love Yourself Cover,pop,Dua Lipa,2016,0.85,-0.2
959,Safari,pop,Sui Zhen,2015,0.6,-0.35
960,​love nwantiti German Frizzo Remix,pop,CKay,2020,0.25,0.65
961,Please,pop,Rian,2019,0.25,0.65
962,Nine Summers Lost,pop,Harry Manx,2009,-0.7,-0.3
963,Do You Kow What I Mean,pop,Lee Michaels,2015,-0.7,0.55
964,Always The Same,pop,Dog Eat Dog,1999,-0.8,-0.3
965,Still Not Home,pop,Tift Merritt,2012,-0.3,-0.7
966,Church Of Disgust,pop,Nunslaughter,2003,-0.55,0.65
967,Accidental Happiness,pop,Ida Maria,2014,-0.3,-0.7
968,Hear It From You,pop,The Clarks,2015,-0.8,-0.3
969,Stop The Music Is Over,pop,Lutha,2015,-0.7,-0.3
970,Call It Quits,pop,The Ziggens,2015,-0.3,-0.7
971,Long Shot Acoustic Mix,pop,Antigone Rising,1999,-0.7,-0.3
972,Runner,pop,Corneliia,2018,-0.8,-0.5
973,Dont Wanna Lose You,pop,Risin' Black Hole,2013,-0.4,0.7
974,Alien Unplugged,pop,Your Favorite Martian,2012,-0.75,-0.1
975,I Dont Know How to Love You,pop,Delanie,2020,-0.7,0.3
976,Demon Of Destruction Agares,pop,Besatt,2015,-0.2,0.7
977,Nex Season,pop,King Django,2001,0.7,0.85
978,Beni Accident,pop,Pistolita,2006,-0.8,-0.3
979,Krule Love,pop,Julian Lamadrid,2016,-0.7,0.3
980,Cest La Vie,pop,Magnum (Band),1988,0.7,0.85
981,Little Girl Blue,pop,Carly Simon,1990,-0.3,-0.7
982,An Attempt To Forget,pop,Backseat Goodbye,2008,-0.8,-0.5
983,Chosen,pop,Sidewalk Prophets,2020,0.7,0.85
984,Listen,pop,Haley Reinhart,2016,0.7,0.85
985,Ghost,pop,Jeremiah Neil,2019,0.25,0.65
986,Wake Up Acoustic Version,pop,Sullivan King,2019,-0.7,-0.3
987,I Cant Wait,pop,E.G. Daily,1999,0.85,-0.2
988,Save Tonight,pop,The Harvard Opportunes,2015,-0.7,-0.3
989,Ever Seen This English Version,pop,Aceyalone & RJD2,2010,0.85,-0.2
990,Like Spinning Plates,pop,Bella Ruse,2011,-0.7,0.55
991,Summer All Year,pop,ECH,2020,0.9,0.6
992,Smog,pop,Moev,1990,-0.8,-0.5
993,Nearness,pop,Mark Barlow,2021,0.6,-0.35
994,Diamonds,pop,Miss Mango,2014,0.75,-0.5
995,Dont Know How to Behave,pop,Michi (Los Angeles),2020,-0.8,-0.5
996,Insecure,pop,Clover The Girl,2019,-0.8,-0.3
997,The weight,pop,Uncle Kracker,2015,-0.7,-0.3
998,Never Was Alright,pop,Dan and Drum,2019,-0.7,0.55
999,The Seasons in Between,pop,Enik,2006,-0.3,-0.7
1000,Hello Trouble,pop,Desert Rose Band,1988,0.1,-0.7
1001,Strange Fruit,pop,The Twilight Singers,2004,-0.8,-0.5
1002,ZERO FIVE STARS,pop,COUCOU CHLOE,2021,-0.7,-0.7
1003,Dementia,pop,Undercroft,2000,-0.2,0.7
1004,Love Is,pop,Roger Daltrey,1992,0.6,-0.35
1005,Til the Morning Sun Shines on My Love and Me,pop,Chris Rea,2005,-0.7,-0.3
1006,Before The Dawn,pop,Centinex,1997,-0.8,-0.3
1007,The Ballad Of Henry Darger,pop,Natalie Merchant,2015,0.7,0.85
1008,Walk On Stars,pop,Angels & Agony,2007,0.9,0.6
1009,Written All Over Your Face,pop,Glenn Hughes,2003,0.6,-0.35
1010,The Cold Wild Yonder,pop,Oliver Boyd and the Remembralls,2016,0.7,0.85
1011,Psalm 63,pop,Robbie Seay Band,2013,0.75,0.3
1012,Everybodys Had the Blues,pop,Dean Martin,1983,-0.7,-0.3
1013,Rave Machine,pop,Oliver Heldens,2020,0.7,0.85
1014,I Exalt Thee,pop,Phil Driscoll,1998,0.85,0.2
1015,One the Planes,pop,Jandek,1986,-0.3,-0.7
1016,Ronnies Samba,pop,Matt Bianco,2004,0.9,0.6
1017,Make The Best,pop,Chris Murray,2002,0.75,-0.5
1018,What I Needed,pop,Dark Dark Dark,2013,-0.3,-0.7
1019,Cereal Song Live,pop,The Blank Minds,2018,0.9,0.6
1020,The Void,pop,Nine Lashes,2012,-0.8,-0.5
1021,Sadness,pop,Paradox,2000,0.1,-0.7
1022,Were All Falling Apart,pop,OCTAVIO the Dweeb,2021,-0.8,-0.3
1023,Searching,pop,Lowes,2018,-0.6,0.45
1024,Slipknot,pop,Poor Old Lu,1995,-0.8,-0.5
1025,This Time,pop,NvMe,2021,-0.6,0.45
1026,Once Upon A Time,pop,Brandon Coleman (Bay Area),2014,-0.8,-0.3
1027,Indigo,pop,Lottie,2021,0.19,1
1028,Only In My Mind,pop,Imperative Reaction,2006,-0.3,-0.7
1029,God Knows,pop,Nico Santos,2018,0.65,0.55
1030,I Have Known Love,pop,Silver Apples,1969,0.1,-0.7
1031,Reflection,pop,Lil Animus,2011,-0.3,-0.7
1032,The Chosen Ones,pop,Hasse Froberg And Musical Companion,2015,0.1,-0.7
1033,No Good,pop,Perfume Genius,2014,-0.7,-0.3
1034,I Need More Time,pop,LoganPlayz,2018,-0.8,-0.3
1035,Morning star,pop,Jimi Hunydread,2020,0.65,0.55
1036,Damage Is Done,pop,Wet,2015,-0.7,-0.3
1037,She Left,pop,C-Tec,2000,-0.7,0.55
1038,Violence Rezz Remix,pop,Grimes & i_o,2021,-0.6,0.45
1039,Bob Dylans 115th Dream,pop,Asobi Seksu,2010,-0.3,-0.7
1040,Flowers of Youth,pop,Cynthia Alexander,2015,-0.7,-0.3
1041,Special,pop,Disally,2018,0.25,0.65
1042,If You Ask Me I Wont Say No,pop,Pete Shelley,1983,-0.4,0.65
1043,Awaken The Monster,pop,Gaia Epicus,2007,-0.2,0.7
1044,You Look Rly Cute,pop,awfultune,2019,0.7,0.85
1045,Evils On Top In The World,pop,Ten,2004,-0.8,-0.5
1046,Raveshing Chaos,pop,Houwitser,1999,-0.2,0.7
1047,New York New York II,pop,Glassio,2018,0.7,0.85
1048,Chief of Sinners,pop,Second Thief,2015,-0.8,-0.5
1049,Hospital Cover,pop,Cavetown,2014,-0.7,0.3
1050,You Do Something To Me,pop,Doris Day,1957,0.19,1
1051,Whos Fooling Who,pop,Jakko Jakszyk,1984,-0.7,0.55
1052,Happy Xmas War Is Over,pop,Damian McGinty,2016,0.9,0.6
1053,Who I Am,pop,Leif Bent,2018,0.1,-0.7
1054,The Epitaph,pop,Ethel Cain,2018,0.1,-0.7
1055,Did My Time Live at CBGB,pop,Korn,2006,-0.55,0.65
1056,Were All Theme Parks,pop,Team Goldie,2008,-0.7,0.3
1057,California,pop,Anthony Russo,2017,0.6,-0.35
1058,With You,pop,Rosel Pomaney,2018,0.65,0.55
1059,Ray of Sunshine,pop,Lucinnio,2013,0.6,-0.35
1060,Return of the Roughnecks,pop,The Chameleons,1985,-0.3,-0.7
1061,Be Sure,pop,Karen Clark Sheard,2002,0.7,0.85
1062,Where There Was Darkness,pop,Diana Ross,1970,0.9,0.6
1063,Exiles,pop,Cruachan,2002,-0.8,-0.5
1064,Love Can Die,pop,Benighted in Sodom,2010,-0.8,-0.3
1065,Bel Air,pop,Old 97's,1995,0.1,-0.7
1066,Finally,pop,Beborn Beton,1994,-0.7,-0.3
1067,Better Love,pop,WESLEE,2018,-0.7,0.3
1068,Message In A Bottle S O S,pop,Indica Wave,2020,-0.7,0.3
1069,Silver Bells,pop,Carol Jane,2015,0.65,0.55
1070,Alarms,pop,Parrotfish,2019,-0.75,-0.1
1071,For You,pop,Paula Sophie Bode,2020,-0.8,-0.3
1072,Contordations,pop,Assorted Jelly Beans,1998,0.7,0.85
1073,​ilwy,pop,frocious,2021,-0.7,-0.3
1074,Malibu,pop,The Key of Awesome,2017,-0.7,-0.7
1075,Closer,pop,Mindy Smith,2012,0.75,-0.5
1076,Serious,pop,Anna Straker,2016,-0.3,-0.7
1077,​oblivion,pop,Coals,2020,0.75,-0.5
1078,Keeps Getting Better,pop,Josh Hoge,2008,0.85,-0.2
1079,Get My Shit Together,pop,johan lenox,2022,-0.3,-0.7
1080,Dont Think Twice Its Alright,pop,Nick Drake,2015,-0.7,-0.3
1081,Look At The Sign,pop,Liar Symphony,2015,0.85,0.2
1082,The First Time,pop,Loser (Rock),2006,0.7,0.85
1083,Requiem,pop,"Laura Dreyfuss, Michael Park & Jennifer Laura Thompson",2017,-0.55,0.65
1084,What Happened to the Night,pop,Sam Segurado,2017,-0.7,0.3
1085,Surrender,pop,The Hobos,1999,0.75,-0.5
1086,Ill Be Okay,pop,Amanda Marshall,1997,0.75,-0.5
1087,Never Have To Fall In Love Again,pop,Eleni Mandell,2012,-0.7,-0.3
1088,Lets Get Stoned,pop,Ron Pope,2017,0.25,0.65
1089,MOIST,pop,GESS,2015,0.7,0.85
1090,Goathorneds Revenge,pop,Azarath,2006,-0.55,0.65
1091,Could I Love You Any More,pop,Rene Dominique,2019,0.19,1
1092,Love In Motion,pop,Mayer Hawthorne,2012,0.7,0.85
1093,Send This To Your Crush,pop,Abbey Glover,2019,0.25,0.65
1094,Mafumafu まふまふ  - I want to be a Girl 女の子になりたい English Translation,pop,Genius English Translations,2019,-0.3,-0.7
1095,W.O.M.A.N,pop,Spice Girls,1999,0.65,0.55
1096,Great Southern Land,pop,Icehouse,1982,-0.7,-0.3
1097,Green Pastures In The Sky,pop,Ricky Skaggs,2009,0.6,-0.35
1098,애걔 FOR English Translation,pop,Genius English Translations,2018,-0.7,-0.3
1099,If Youd Ever Needed Someone,pop,Paul Carrack,1997,-0.8,-0.3
1100,Lovers Leap,pop,Creeper Lagoon,2001,-0.4,0.7
1101,Me  My Head,pop,Quasi,1999,,
1102,Centurion Tales of Fireball Kids,pop,Fireballet,1975,,
1103,Cult of Love,pop,Art Imperial,2012,,
1104,Cruel,pop,The Rhythm Method,2017,,
1105,Rollin Stone,pop,Colin James,1997,,
1106,Kiss Me Goodbye,pop,Suzi Quatro,1990,,
1107,I WEAR THIS,pop,TELEx TELEXs,2019,,
1108,My immortal,pop,My immortal,2015,,
1109,Dont Cry Out The Teenagers remix,pop,Shiny Toy Guns,2015,,
1110,Fire,pop,O.A.R,2015,,
1111,IV,pop,Litany,2017,,
1112,Lord Make Me A Vessel,pop,Chicago Mass Choir,1992,,
1113,Just Cant Say Goodbye,pop,E.G. Daily,1989,,
1114,Everyone Was Down,pop,Eight Legs,2008,,
1115,Colors,pop,Craven,2020,,
1116,Sick Day,pop,Gloom Katz,2021,,
1117,Man I Need Dub,pop,Jagwar Ma,2015,,
1118,A Scary Time For Boys,pop,Lynzy Lab,2018,,
1119,To Bast,pop,Inkubus Sukkubus,2014,,
1120,Who U Gon Turn To?,pop,Mistah F.A.B.,2013,,
1121,Hesitating Blues,pop,Eartha Kitt,2015,,
1122,Papersoul II,pop,Getaway Dogs,2018,,
1123,Angelina,pop,Cerrone,1979,,
1124,The Underwater Garden,pop,Septicflesh,1994,,
1125,Let It Snow Let It Snow Let It Snow,pop,Kenny G,1999,,
1126,God Will,pop,Holly Cole,2015,,
1127,Where Words Fail Hate Speaks,pop,Hocico,2010,,
1128,Lightswitch,pop,Cathy Zeng,2019,,
1129,Home,pop,Shaddii,2018,,
1130,I WANT TO RUNAWAY FREESTYLE,pop,K1NGCRAZ3,2021,,
1131,Porno,pop,Idiot Stare,2015,,
1132,B-wall,pop,Poesie Noire,2015,,
1133,One Too Many Times,pop,Dreadlock Pussy,2015,,
1134,Long Talks,pop,The Early November,2006,,
1135,Hoodie Mizz Beats remix instrumental,pop,Lady Sovereign,2015,,
1136,Feel It Dirty Rotten Scoundrel Voyeurism Vocal Mix,pop,The Tamperer,1998,,
1137,Anxiety,pop,Ander Tavys,2021,,
1138,Back to You,pop,Sam Denton,2020,,
1139,Rosa Maria Cruzando Puertas,pop,Draco Rosa,2015,,
1140,Spoken For,pop,Sammy Davis Jr.,1955,,
1141,Setting Fires Blasterjaxx Remix,pop,The Chainsmokers & XYL,2016,,
1142,FEMA Coffins,pop,Office Of Future Plans,2011,,
1143,Go That Far Club Mix,pop,Bret Michaels,2010,,
1144,Worry Dem,pop,Zagga,2020,,
1145,New Heat,pop,Stardeath And White Dwarfs,2009,,
1146,If You Ever Want to be in Love,pop,Wind In Sails,2017,,
1147,Furnace,pop,Cop Shoot Cop,1993,,
1148,Blessings Be Yours Mister V,pop,The Sound of Animals Fighting,2008,,
1149,Awakening With You Turboslash Remix,pop,Scandroid,2017,,
1150,Young Fire Old Flame,pop,Amy MacDonald,2020,,
1151,How Was Your Time?,pop,Sofia Zarzuela,2019,,
1152,Booming Right At You,pop,Junkie XL,2008,,
1153,So complete,pop,Diddy,2015,,
1154,Manipulate Mastermind Mix,pop,Freezepop,2004,,
1155,Quebec and Back,pop,Busdriver,2009,,
1156,Jo Ann Walker,pop,Triumvirat,1978,,
1157,Like You,pop,Justin Anda,2021,,
1158,Force of Nature,pop,Break Science,2015,,
1159,Seconds Away,pop,BELVEDERE (Band),2015,,
1160,We Saw Your Boobs,pop,Seth MacFarlane,2013,,
1161,Dont Want to Struggle,pop,Tyler Lyle,2015,,
1162,Already Over,pop,Orson,2006,,
1163,Bones Song for Albert,pop,Mew,2015,,
1164,This Little Light of Mine,pop,Cast of Zoeys Extraordinary Playlist,2020,,
1165,Cry To Me,pop,Professor Longhair,1980,,
1166,Fate or Faith,pop,Ror-Shak,2005,,
1167,Dont Break Me Too,pop,Elizabeth Gillies,2016,,
1168,Julia,pop,Jungle,2014,,
1169,Critical,pop,Nevermind & TKO,2012,,
1170,Together Were Stranger,pop,No-Man,2003,,
1171,All I Need,pop,LIVE (Band),2006,,
1172,Down River,pop,Gravenhurst,2014,,
1173,Lets go,pop,Lars Eriksson,2015,,
1174,Gargle,pop,Fatso Jetson,1995,,
1175,the Week After The Week At Ashram,pop,Mess Up The Mess,2015,,
1176,Honey If You Love Him Thats All That Matters,pop,Andy Bell,2010,,
1177,The First Nowell,pop,Priests,2015,,
1178,Stereotype,pop,Elle Baez,2021,,
1179,Almost,pop,CHILDCARE,2021,,
1180,Moons,pop,R. Stevie Moore,1976,,
1181,For The Best,pop,Merpire,2018,,
1182,Game Owe Me,pop,D4L,2005,,
1183,Mine and Always,pop,Cut alia,2018,,
1184,Sinkhole Of Love,pop,Collin Herring,2005,,
1185,What About the Bond,pop,Bruce Cockburn,1980,,
1186,Burnt Silk,pop,Baltimore Crabs,2021,,
1187,Bananas feat. Sammy Adams,pop,Rapta,2018,,
1188,One Footnote to Kew. Rhone.,pop,"John Greaves, Peter Blegvad, Lisa Herman",1977,,
1189,Ballin -  US version,pop,FO&O,2015,,
1190,Changes,pop,Jennie Lena,2020,,
1191,Still in Love,pop,Matt Walden,2020,,
1192,Rude Times,pop,Bezegol,2009,,
1193,Adore,pop,You're Next!,2017,,
1194,Hey There Rose Tyler Doctor Who Parody,pop,GingerTen,2017,,
1195,Something Real,pop,Kirstin Maldonado,2017,,
1196,In Love With You,pop,Ne-Yo,2015,,
1197,The Cycle,pop,Emily Osment,2010,,
1198,I Just Wanna Be Alone,pop,cloudhighcomeup,2018,,
1199,Never Close Our Eyes,pop,Adam Lambert,2012,,
1200,Something in the Water,country,Pokey LaFarge,2015,0.7,0.85
1201,The Last Event,country,Matthew Ryan,2019,-0.8,-0.5
1202,Friends With The Enemy,country,Poor Man's Poison,2011,-0.8,-0.3
1203,Sleepin With the Radio On,country,Charly McClain,1981,-0.8,-0.3
1204,Riders in the Sky,country,Michael Martin Murphey,1993,-0.8,-0.5
1205,Close Your Eyes,country,Dan + Shay,2014,0.6,-0.35
1206,Taking A Chance On The Truth,country,The Infamous Stringdusters,2010,0.85,0.2
1207,Poor Mans Cocaine,country,Channing Wilson,2012,-0.6,0.45
1208,Its Been Done,country,The Oak Ridge Boys,1976,0.75,-0.5
1209,John Doe No. 24 Live - One Night Lonely,country,Mary Chapin Carpenter,2021,-0.7,-0.3
1210,In The Garden,country,Alan Jackson,2006,0.85,-0.2
1211,Stardust,country,Horseshoes & Hand Grenades,2020,-0.7,-0.3
1212,Big Mistake,country,Honeyhoney,2018,0.7,0.85
1213,Feels Like Country Music,country,Jon Wolfe,2019,0.6,-0.35
1214,The Elegant Impostor,country,"Bobby Bare, Jr.",2014,-0.3,-0.7
1215,Heart,country,Reba McEntire,1994,-0.7,-0.3
1216,Fire  Rain,country,Blake Henderson,2022,0.65,0.55
1217,Apes In A Daydream,country,Birdtalker,2021,-0.3,-0.7
1218,Andrew,country,Ezra Bell,2021,-0.8,-0.3
1219,Young Blood,country,Hunter Hayes,2016,0.25,0.65
1220,One of the Boys,country,9 to 5 Original Broadway Cast,2009,0.9,0.6
1221,One of Them Nights,country,Chris Young,2021,0.9,0.6
1222,Howdy,country,Chris Lane,2022,0.25,0.65
1223,Sugarland,country,Sugarland,2006,0.6,-0.35
1224,I Shall Wear A Crown,country,Gaither Vocal Band,1995,0.85,-0.2
1225,The Best of Me,country,Toad the Wet Sprocket,2021,0.75,-0.5
1226,Patches,country,George Jones & B.B. King,1994,-0.7,-0.3
1227,Little More You,country,Josh Abbott Band,2019,0.25,0.65
1228,Summercamp,country,The Infamous Stringdusters,2014,0.6,-0.35
1229,Chubby Chubby,country,Barry McGuire,1977,-0.8,-0.5
1230,She’s Out of My Life,country,Willie Nelson,1984,-0.8,-0.3
1231,Cowboys Dont Get Lucky All the Time,country,Gene Watson,1978,-0.3,-0.7
1232,Pontoon Boat,country,Sunny Ledfurd,2007,0.75,-0.5
1233,You Always Hurt The One You Love,country,Brenda Lee,1962,-0.7,-0.3
1234,Accidental Racist,country,Brad Paisley,2013,0.85,0.2
1235,Ten Years Of This,country,Gary Stewart,1977,-0.75,-0.1
1236,Twilight Time,country,Willie Nelson,1988,0.85,-0.15
1237,Famous Last Night Words,country,Sarahbeth Taite,2021,-0.7,-0.3
1238,Wonderful Tonight,country,Ronnie Dunn,2019,0.65,0.55
1239,Bible in a Drawer,country,The Scarring Party,2013,-0.7,-0.3
1240,Talk About the Good Times,country,Elvis Presley,1974,-0.7,0.55
1241,Ill Be Your Fool,country,Joe Ely,1978,-0.3,-0.7
1242,I Dont Hurt Anymore,country,Martina McBride,2005,0.75,0.3
1243,Time Burns On,country,Yarn,2010,0.1,-0.7
1244,This Land Is Your Land,country,Wanda Jackson,1969,0.85,0.2
1245,The Lady Came From Baltimore,country,Johnny Cash,1975,-0.8,-0.5
1246,Amys Eyes,country,Charley Pride,1989,-0.8,-0.3
1247,Big Truck,country,Dillon Carmichael,2021,-0.7,0.3
1248,Long Live The Night,country,The Reklaws,2018,0.6,-0.35
1249,Hell of a Woman,country,Nick Santino & the Northern Wind,2013,-0.7,0.3
1250,Storm Prayer re 3 songs,country,DEEP FEMME,2017,-0.4,0.7
1251,It Started All Over Again,country,Vern Gosdin,1977,-0.3,-0.7
1252,Snoky Mountain Memories,country,Mel Street,2022,0.6,-0.35
1253,I Think I  Might,country,RiFF RAFF,2019,-0.7,0.3
1254,Stars,country,Alison Krauss & Union Station,2001,-0.8,-0.5
1255,Bubbas Blues,country,My Bubba,2019,-0.7,-0.3
1256,Some Sweet Rainy Day,country,Sloppy Henry,1929,0.75,-0.5
1257,Loves Raining Down,country,Deer Creek Boys,2017,0.75,-0.5
1258,Til I Kissed You,country,Anne Murray,2002,0.19,1
1259,Playing After Dark,country,Peggy Sue (Country),1970,-0.4,0.65
1260,Come Early Mornin,country,Buddy Miller,2016,0.85,-0.2
1261,You Cant Make This Up,country,Blake Shelton,2016,0.19,1
1262,Coal Black Heart,country,Annie Bosko,2015,-0.55,0.65
1263,Song of the Bandit,country,Marty Robbins,1960,-0.7,-0.3
1264,Silent Night,country,Gloriana,2009,0.75,-0.5
1265,The Graceland Horses,country,Jim Lauderdale,2019,0.6,-0.35
1266,Backwoods Barbie,country,Dolly Parton,2008,-0.3,-0.7
1267,Send Me No Roses,country,Tommy Overstreet,1973,-0.8,-0.3
1268,When Its My Time,country,Rodney Atkins,2009,0.75,0.3
1269,Into the After,country,Horace Pinker,2011,0.1,-0.7
1270,Someone Before Me,country,Loretta Lynn,1966,-0.7,0.3
1271,Pale Fire,country,Amanda Shires,2016,-0.8,-0.5
1272,She Aint Going Nowhere,country,Steve Earle,2019,-0.3,-0.7
1273,Ill Be Your Man,country,Thomas Mac,2017,0.7,0.85
1274,The Prisoners Song,country,Vernon Dalhart,1924,-0.8,-0.3
1275,Good Old Days,country,JB And The Moonshine Band,2010,-0.7,-0.3
1276,Everybody Dies,country,The Goddamn Gallows,2007,-0.55,0.65
1277,Not Enough Love to Go Round,country,Conway Twitty,1987,-0.4,0.7
1278,Come Find Me,country,Alabama,2015,-0.8,-0.3
1279,Death,country,NQ Arbuckle,2014,-0.4,0.7
1280,It Comes And Goes,country,Johnny Cash,1978,-0.7,-0.3
1281,Oh Id Like To Go Away,country,The Everly Brothers,1991,-0.3,-0.7
1282,The Most Sensible Thing,country,Angry Grandpa,2015,-0.8,-0.5
1283,Silvertown Blues,country,Mark Knopfler,2000,-0.3,-0.7
1284,I Know A Wall When I See One,country,Toby Keith,1999,-0.7,-0.3
1285,Oklahoma Sunshine,country,Waylon Jennings,1974,-0.7,-0.7
1286,The Mighty Quinn,country,Ian & Sylvia,1968,0.7,0.85
1287,Love Birds,country,Gwen Sebastian,2020,0.6,-0.35
1288,Your Cheatin Heart,country,Beck,2001,-0.8,-0.3
1289,Sunshine Overtime,country,Chris Young,2015,-0.7,-0.7
1290,Til It Wasnt,country,Chris Ruediger,2021,-0.7,-0.3
1291,That’s how much I love you,country,Jean wolf,2021,0.6,-0.3
1292,There Is a Peace,country,Barry McGuire,1977,0.85,-0.15
1293,The Grand Tour,country,Jackson Ward,2015,-0.3,-0.7
1294,North of Cheyenne,country,Town Mountain,2018,-0.8,-0.5
1295,To Have You Stay,country,Jana Kramer,2017,-0.75,-0.1
1296,Im Throwing Rice,country,Jerry Lee Lewis,1970,-0.8,-0.3
1297,Finding Efe,country,Johnny Drille,2019,-0.7,-0.3
1298,Flexin,country,Jackie Chan,2019,0.85,-0.2
1299,Black Mass,country,The eXcavators,2015,-0.4,0.7
1300,I Just Couldnt Say No,country,Alabama,1997,-0.7,0.3
1301,You Are My Sunshine,country,Zach Bryan,2022,0.85,-0.2
1302,Rolling in the Dew,country,Shirley Collins,2020,0.6,-0.35
1303,Friends With Low Platelets,country,ZDoggMD,2014,-0.7,0.3
1304,So Shadows Never Run,country,Amy Blaschke,2017,-0.8,-0.5
1305,You Are,country,Dolly Parton,1977,0.85,-0.15
1306,Cry Myself to Sleep,country,Tami Neilson,2009,-0.7,-0.3
1307,City Lights,country,Rick Trevino,1998,-0.8,-0.3
1308,If My Heart Had a Heart,country,Cassadee Pope,2019,-0.8,-0.5
1309,We’ll Always Have Each Other,country,Kenny Rogers,1958,0.9,0.6
1310,LAST WORDS,country,MBL CLAN,2022,0.7,0.85
1311,All the Other Roses Acoustic Version,country,Jayna Jennings,2019,-0.7,0.3
1312,A Different Kind Of Sad,country,Buck Owens,1977,-0.7,-0.3
1313,Thanks To Uncle John,country,Merle Haggard,2000,0.75,0.3
1314,Songs About,country,Lindi Ortega,2013,0.75,-0.5
1315,Twice As Blue,country,Goldie Hill,1960,-0.7,0.55
1316,Under the Sun,country,Ruston Kelly,2020,0.6,-0.35
1317,All Alone In This World Without You,country,Eddy Arnold,2005,-0.75,-0.1
1318,Weapon of Time,country,Redd Alexander,2020,-0.4,0.65
1319,Caught It from the Rye,country,Tr Burt,2020,-0.7,-0.3
1320,Different Now,country,Andy Gullahorn,2018,0.6,-0.35
1321,I Thought You Were The One,country,Emma White,2017,-0.8,-0.3
1322,Son Of A Son Of A Sailor Live,country,Jimmy Buffett,1978,0.65,0.55
1323,Keys To The Kingdom,country,Abigail Washburn And The Sparrow Quartet,2006,0.85,-0.2
1324,Pick Me Up On Your Way Down,country,Charlie Walker,1958,-0.7,0.55
1325,The beginning of me,country,Yentl,2017,0.9,0.6
1326,Loving Me Lonely,country,Martin McDaniels,2018,-0.3,-0.7
1327,Musta Had a Good Time,country,Parmalee,2012,0.19,1
1328,Ride,country,Seasick Steve,2016,0.1,-0.7
1329,Sweet Shadow Man,country,Lavender Country,2022,-0.7,0.3
1330,Old Friends,country,Willie Nelson & Roger Miller,1982,0.75,-0.5
1331,Hunger Pains,country,Confederate Railroad,1994,-0.7,-0.3
1332,Sylvias Mother,country,Bobby Bare,2015,-0.75,-0.1
1333,Graveyard Blues,country,Michael Jerome Browne,2011,-0.4,0.7
1334,Theres A Bottle Where She Used To Be,country,Carl Smith,2015,-0.8,-0.3
